text,annotation
"Wijziging van de Wet van 16 december 1993 tot wijziging van de Wet op de rechterlijke organisatie, de Algemene wet bestuursrecht, de Wet op de Raad van State, de Beroepswet, de Ambtenarenwet 1929 en andere wetten, alsmede intrekking van de Wet administratieve rechtspraak overheidsbeschikkingen (voltooiing eerste fase herziening rechterlijke organisatie, Stb. 650) (uitstel verval artikel 8:2 van de Algemene wet bestuursrecht)",12
Wijziging van het Burgerlijk wetboek (beëindiging huur en verhuur van onzelfstandige woonruimte),14
Regelen omtrent het aan huurders van een woning verstrekken van bijdragen (Wet individuele huursubsidie),14
Aanvulling van de Wet toezicht verzekeringsbedrijf met bepalingen omtrent rechtsbijstandverzekering,15
"Goedkeuring van de op 8 maart 1990 te Brasilia tot stand gekomen Overeenkomst tussen het Koninkrijk der Nederlanden en de Federatieve Republiek Brazilië tot het vermijden van dubbele belasting en het voorkomen van het ontgaan van belasting met betrekking tot belastingen naar het inkomen, met Protocol",19
"Wijziging van onder meer de Wet op het voortgezet onderwijs ter modernisering, vereenvoudiging en beperking van de wettelijke regels over de voorzieningenplanning bij scholen",6
Wijziging van de Wet melding ongebruikelijke transacties,12
"Wijziging van, onder meer, Boek 1 van het Burgerlijk Wetboek in verband met invoering van medevoogdij en gezamenlijke voogdij",12
"Goedkeuring van het op 16 mei 2005 te Warschau totstandgekomen Verdrag van de Raad van Europa ter voorkoming van terrorisme (Trb. 2006, 34)",12
Wijziging van de Dienstplichtwet met het oog op de berechting van totaalweigeraars,16
"Aanpassing van de Rijkswet van 12 december 1985, houdende bepalingen omtrent de regeling van de schadeloosstelling van en andere financiële voorzieningen voor het lid van de Raad van State van het Koninkrijk, benoemd ingevolge artikel 13, tweede lid, van het Statuut voor het Koninkrijk, in verband met de privatisering van het Algemeen burgerlijk pensioenfonds",20
Nadere wijziging van een aantal sociale zekerheidswetten (Technische verbeteringen mede in verband met de stelselherziening sociale zekerheid),13
"Nieuwe regels voor de financiering van de Algemene bijstandswet, de Wet inkomensvoorziening oudere en gedeeltelijke arbeidsongeschikte werkloze werknemers en de Wet inkomensvoorziening oudere en gedeeltelijke arbeidsongeschikte gewezen zelfstandigen (Wet financiering Abw, IOAW en IOAZ)",13
"Regels met betrekking tot de openbare lichamen Bonaire, Sint Eustatius en Saba (Wet openbare lichamen Bonaire, Sint Eustatius en Saba)",20
Wijziging van de Wet educatie en beroepsonderwijs inzake experimenten op het gebied van kwalificaties en opleidingen,6
Wijziging van de Gaswet in verband met de maatregelen die nodig zijn ter uitvoering van de verordening (EG) nr. 1775/2005 van het Europees Parlement en de Raad van de Europese Unie van 28 september 2005 betreffende de voorwaarden voor de toegang tot aardgastransmissienetten (PbEU L 289),8
Nieuwe regels met betrekking tot het brandweerwezen (Brandweerwet),20
"Goedkeuring van het op 21 december 2005 te Middelburg tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden en het Vlaams Gewest betreffende de uitvoering van de ontwikkelingsschets 2010 Schelde-estuarium (Trb. 2005, 310)",21
Wijziging van de Wet inburgering nieuwkomers en de Wet educatie en beroepsonderwijs (vrijgeven cursusaanbod WIN),9
Vaststelling van titel 7.4 (Huur) van het Burgerlijk Wetboek,14
"Wijziging van de Ziekenfondswet in verband met samentelling van uitkeringstijdvakken ingevolge de Werkloosheidswet voor de toepassing van artikel 3, eerste lid, onder a, van die wet, administratieve vereenvoudiging van de overgang van een particuliere ziektekostenverzekering naar de ziekenfondsverzekering en afschaffing van de nominale ziekenfondspremie voor personen jonger dan 18 jaar (Knelpunten Ziekenfondswet)",3
Voorstel van wet van de leden Duivesteijn en M.M. van der Burg houdende wijziging van de Huurprijzenwet woonruimte en de Wet op de huurcommissies (begrenzing van de huurharmonisatie),14
Wijziging van enige bepalingen van het voorstel van wet houdende wijziging van bepalingen in het Burgerlijk Wetboek in verband met de regeling van de limitering van alimentatie na scheiding,12
Wijziging van de Wet op het voortgezet onderwijs en de Wet op het leerlingwezen inzake niet ten laste van 's Rijks kas komende cursussen en werkzaamheden (contractactiviteiten),6
Wijziging van de inkomstenbelasting en de loonbelasting (verruiming mogelijkheden voor vermindering van loonbelasting),1
Wijziging van belastingwetten ter realisering van de doelstelling uit de nota «Werken aan winst» (Wet werken aan winst),1
Voorstel van wet van de leden Vreugdenhil en Vermeend tot wijziging van het voorstel van wet van de leden Vreugdenhil en Vermeend tot wijziging van de Wet op de inkomstenbelasting 1964 in het belang van de werkgelegenheid,1
Wijziging van de Wegenverkeerswet (invoering ademanalyse),12
Voorstel van wet tot wijziging van de Wet milieubeheer in verband met de implementatie van richtlijn nr. 2004/35/EG (milieuaansprakelijkheid),7
Tijdelijke regeling van de verschuldigde pensioenbijdrage als bedoeld in de Algemene burgerlijke pensioenwet,5
"Voorstel van wet van het lid Bakker tot wijziging van de Arbeidstijdenwet, het Burgerlijk Wetboek en de Algemene wet gelijke behandeling (gewetensbezwaren zondagsarbeid)",5
Nadere wijziging van de Wet Werkloosheidsvoorziening (invoering gelijke uitkeringsrechten voor mannen en vrouwen),5
"Wijziging en aanvulling van een aantal bepalingen in het Wetboek van Strafrecht, het Wetboek van Strafvordering en enige andere wetten met betrekking tot de ontneming van wederrechtelijke verkregen voordeel (aanpassing ontnemingswetgeving)",12
Voorstel van wet van het lid Bijleveld-Schouten houdende wijziging van het Burgerlijk Wetboek en enige andere wetten in verband met het stellen van regels inzake het combineren van arbeid en zorg,5
Technische wijziging van enige belastingwetten,1
Gemeentelijke herindeling in de Bommelerwaard,20
Wijziging van de Algemene wet inzake rijksbelastingen en van enkele andere fiscale wetten in verband met de openstelling van bezwaar en beroep tegen een aantal fiscale beschikkingen,20
Wijziging van het percentage van de huurverhoging in de Huurwet en de Huurprijzenwet woonruimte en tot wijziging van de Wet van 27 juni 1990 tot tijdelijke verhoging van op grond van de Wet individuele huursubsidie toe te kennen bijdragen,14
Wijziging van de Wet op het specifiek cultuurbeleid in verband met een verlaging van het maximale aantal leden van de Raad voor cultuur en een verhoging van het maximale aantal leden van commissies van die Raad,23
Deelneming van het Rijk aan een gemeenschappelijke regeling voor het Natuur- en Recreatiegebied De Grevelingen (Wet deelneming Grevelingen),21
Wijziging van de Meststoffenwet in verband met een aanscherping van de normen van het stelsel van regulerende mineralenheffingen,4
Verhoging van de grens van de bevoegdheid van de kantonrechters en van de appellabiliteit van vonnissen van deze rechters in burgerlijke zaken,12
Vaststelling van ruimere regels met betrekking tot de openingstijden van winkels (Winkeltijdenwet),15
Wijziging van de Experimentenwet onderwijs (machtiging tot afwijking van de maximale experimenteertermijn ten behoeve van enige lerarenopleidingen),6
Wijziging van de Wet schadefonds geweldsmisdrijven ter uitvoering van richtlijn nr. 2004/80/EG betreffende de schadeloosstelling van slachtoffers van misdrijven,12
"Goedkeuring van het op 7 november 1996 te Londen tot stand gekomen Protocol van 1996 bij het Verdrag inzake de voorkoming van verontreiniging van de zee ten gevolge van het storten van afval en andere stoffen van 1972, met Bijlagen (Trb. 1998, 134 en Trb. 2000, 27)",7
"Wijziging van de Algemene wet gelijke behandeling en enkele andere wetten naar aanleiding van onderdelen van de evaluatie van de Algemene wet gelijke behandeling, de Wet gelijke behandeling van mannen en vrouwen en artikel 646 van Boek 7 van het Burgerlijk Wetboek (Evaluatiewet Awgb)",2
Wijziging van de Brandweerwet 1985 en de Rampenwet,12
Voorstel van Wet van het lid Mertens tot wijziging van de Wet op het Wetenschappelijk Onderwijs (Wet Taakverdeling W.O.),6
Aanvullende regels inzake LPG,8
Regeling van het conflictenrecht met betrekking tot verbintenissen uit onrechtmatige daad (Wet conflictenrecht onrechtmatige daad),12
"Aanpassing van het Burgerlijk Wetboek, het Wetboek van Burgerlijke Rechtsvordering, het Wetboek van Strafrecht en de Wet op de economische delicten ter uitvoering van richtlijn nr. 2000/31/EG van het Europees Parlement en de Raad van de Europese Unie van 8 juni 2000 betreffende bepaalde juridische aspecten van de diensten van de informatiemaatschappij, met name de elektronische handel, in de interne markt (PbEG L 178) (Aanpassingswet richtlijn inzake elektronische handel)",15
Wijziging van de Visserijwet 1963 (uitvoering Overeenkomst inzake grensoverschrijdende visbestanden),4
"Wijziging van de Wet op het voortgezet onderwijs, regelende de mogelijkheid om afdelingen voor hoger algemeen voortgezet onderwijs te verbinden aan scholen voor middelbaar beroepsonderwijs",6
Wijziging Wet op de ondernemingsraden en de Wet overheidspersoneel onder de werknemersverzekeringen in verband met de overdracht van de heffingsbevoegdheid scholing en vorming ondernemingsraadsleden bij de overheid aan de Sociaal-Economische Raad,5
Wijziging van de Wet op de Nederlandse organisatie voor wetenschappelijk onderzoek en de Wet op het hoger onderwijs en wetenschappelijk onderzoek ter uitvoering van de in het Wetenschapsbudget 2000 opgenomen voornemens en tot het aanbrengen van een aantal technische wijzigingen,17
Wijziging van de Kieswet betreffende de verlening van het kiesrecht voor de verkiezing van de leden van de Tweede Kamer aan Nederlanders die geen ingezetenen zijn en wijziging van de Wet Europese verkiezingen in verband daarmee,2
"Voorstel van wet van de leden Worrell en Haas-Berger tot wijziging van het voorstel van wet van de leden Worrell en Haas-Berger, houdende regelen ten aanzien van de jeugdhulpverlening (Wet op de Jeugdhulpverlening)",13
"Goedkeuring van het op 5 juni 2001 te Luxemburg tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden en het Koninkrijk België tot het vermijden van dubbele belasting en tot het voorkomen van het ontgaan van belasting inzake belastingen naar het inkomen en naar het vermogen, met Protocol I en II en briefwisseling (Trb. 2001, 136)",1
Wijziging van de Wet studiefinanciering 2000 in verband met de invoering van de OV-chipkaart,6
Voorstel van wet van het lid Waalkens houdende strafbaarstelling van het plegen van seksuele handelingen met dieren en pornografie met dieren (verbod seks met dieren),12
"Aanpassing van de Wet op het Notarisambt en andere wetten (invoeringswet Boek 8 B.W., derde gedeelte)",12
"Uitvoering van de verordening (EG) nr. 44/2001 van de Raad van 22 december 2000 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken (PbEG L 12) (Uitvoeringswet EG-executieverordening)",12
Wijziging van de Wet tarieven in burgerlijke zaken,15
Wijziging van de Algemene nabestaandenwet in verband met gebleken onbillijkheden,13
Regels met betrekking tot de doorstroming en verlaging van de uittredingsleeftijd van onderwijspersoneel (Wet bevordering doorstroming onderwijspersoneel II),6
Nieuwe bepalingen ter bescherming van in het wild levende vogels (Vogelwet),7
"Wijziging van de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers in verband met het opnemen in deze wet van een vermogenstoets, waarbij het eigen huis buiten beschouwing wordt gelaten, ten aanzien van personen die werkloos worden tussen het 50ste en 55ste levensjaar",13
Nadere wijziging van de Opiumwet,12
Regels tot vaststelling van een structuur voor de uitvoering van taken met betrekking tot de arbeidsvoorziening en sociale verzekeringswetten (Wet structuur uitvoeringsorganisatie werk en inkomen),5
"Regeling van de rechtspositie van de vice-president van de Raad van State, de staatsraden en de staatsraden in buitengewone dienst, alsmede van de president en de overige leden van de Algemene Rekenkamer, alsmede van de Nationale ombudsman en de substituut-ombudsmannen (Wet rechtspositie Raad van State, Algemene Rekenkamer en Nationale ombudsman)",20
Aanpassing van de Spoorwegwet en de Wet personenvervoer aan Richtlijn nr. 91/440 EEG en Verordening (EEG) nr. 1893/91,10
Wijziging van de regulerende energiebelasting en de inkomstenbelasting met het oog op het bevorderen van energiezuinig en milieuvriendelijk gedrag,7
"Regeling tot wijziging van het overgangsrecht inzake toelating, het op de markt brengen en het gebruik van gewasbeschermingmiddelen en biociden (Aanpassing overgangsrecht Wet gewasbeschermingsmiddelen en biociden)",4
Wijziging van de Ziekenfondswet in verband met wijzigingen met betrekking tot de financiering van ziekenfondsen (maximering reserves ziekenfondsen),3
Voorstel van wet van de leden Duivesteijn en Hofstra tot wijziging van de Wet bevordering eigenwoningbezit (verruiming en vereenvoudiging van de werking van de Wet bevordering eigenwoningbezit),14
Wijziging van de Algemene Bijstandswet en de Wet inkomensvoorziening oudere en gedeeltelijk arbeidsongeschikte werkloze werknemers in verband met wijziging van de bijstandsuitkeringen voor bepaalde groepen personen jonger dan 27 jaar,13
Wijziging van de Wet inzake de wisselkoers van de gulden en van de Wet op de economische delicten,1
Wijziging van enkele belastingwetten (Wet VPB-pakket 2006),1
Wijziging van de Wet op het financieel toezicht ter uitvoering van richtlijn nr. 2006/48/EG van het Europees Parlement en de Raad van de Europese Unie van 14 juni 2006 betreffende de toegang tot en de uitoefening van de werkzaamheden van kredietinstellingen (herschikking) (PbEU L 177) en richtlijn nr. 2006/49/EG van het Europees Parlement en de Raad van de Europese Unie van 14 juni 2006 inzake de kapitaaltoereikendheid van beleggingsondernemingen en kredietinstellingen (herschikking) (PbEU L 177) (Wet implementatie kapitaalakkoord Bazel 2),1
Wijziging van de gemeentewet met betrekking tot de gemeentelijke belastingen en van de Bevoegdhedenwet waterschappen met betrekking tot waterschapsbelastingen,1
Regels voor de financiële dienstverlening (Wet financiële dienstverlening),15
Regelen inzake de confiscatie van met criminaliteit in verband staand vermogen (Wet confiscatie crimineel vermogen),12
Vaststelling van een nieuwe regeling inzake inkomensvoorziening voor kunstenaars (Wet werk en inkomen kunstenaars),13
Wijziging van de accountantswetgeving,15
Wijziging van de monumentenwet 1988 en enkele andere wetten ten behoeve van de archeologische monumentenzorg mede in verband met de implementatie van het Verdrag van Valletta (Wet op de archeologische monumentenzorg),23
Verhoging van de bieraccijns,1
"Enkele wijzigingen van het Wetboek van Strafvordering en enige andere wetten, in het bijzonder betreffende bepalingen houdende termijnen",12
Verbod op de pelsdierhouderij,7
Inwerkingtreding van en aanpassing van wetgeving aan de Invorderingswet 1989 (Invoeringswet Invorderingswet 1989),20
Wijziging van de Mediawet in verband met verlenging van het huidige toezicht op toegang tot draadomroepinrichtingen,17
"Wijziging van de Wet vereenvoudiging tariefstructuur en aftrekposten in de loon- en inkomstenbelasting, de Wet invoering en aanvulling van de vereenvoudiging van de tariefstructuur in de loon- en inkomstenbelasting en wijziging van de regeling betreffende aftrekposten en de wet van 27 april 1989, Stb. 124, houdende wijziging van de inkomstenbelasting en de vennootschapsbelasting (beperking van de aftrekbaarheid van gemengde kosten in de winstsfeer).",1
"Wijziging van de Algemene wet bestuursrecht, de Wet tarieven in burgerlijke zaken en enkele andere wetten ter verhoging van de opbrengst van de griffierechten (verhoging van de opbrengst van griffierechten)",20
Wijziging van enige onderwijswetten inzake samenwerkingsscholen,6
Wijziging van de wet tarieven in burgerlijke zaken,12
Wijziging van de Wet Milieubeheer (uitbreiding taak Stichting Advisering Bestuursrechtspraak voor Milieu en Ruimtelijke Ordening,7
"Goedkeuring van het op 15 december 1997 te New York totstandgekomen Verdrag inzake de bestrijding van terroristische bomaanslagen (Trb. 1998, 84)",19
"Wijziging van de Wet van 9 september 1976, Stb. 468, houdende regelen omtrent de positie van in Nederland wonende Molukkers die niet het Nederlanderschap bezitten (Wet betreffende de positie van Molukkers)",2
"Voorstel van Wet van het lid Schartman tot wijziging van de Wet op de motorrijtuigenbelasting 1966 met als doel de afschaffing van de vermeerdering van de brandstoftoeslag op, en de invoering van een vrijstellingsgrens voor, het motorvoertuig dat verbonden is met een rij-of voertuig niet zijnde een motorvoertuig (afschaffing brandstoftoeslag caravans en vrijstelling van motorrijtuigenbelasting voor vouwwagens)",1
"Wijziging van de Beginselenwet justitiële jeugdinrichtingen, het Wetboek van Strafrecht, het Wetboek van Strafvordering en enige andere wetten, in verband met de aanpassing van de tenuitvoerlegging van vrijheidsbenemende jeugdsancties",12
Wijziging van de Wet op de Ruimtelijke Ordening en de Wet milieubeheer (onafhankelijkheid adviseurs inzake beroepen),7
"Veranderingen in de Grondwet, strekkende tot het doen vervallen van additionele artikelen betreffende Koninkrijksaangelegenheden die zijn uitgewerkt",12
Wijziging van de Jeugdspaarwet met betrekking tot de uitvoering,1
Intrekking Wet Bezitsvormingsfonds,4
Wijziging van de Wegenverkeerswet (wijziging wegsleepregeling),10
"Partiële wijziging van het Wetboek van Strafrecht, het Wetboek van Strafvordering, het Burgerlijk Wetboek, het Wetboek van Burgerlijke Rechtsvordering, het Wetboek van Koophandel, de Wegenverkeerswet en enkele andere wetten",12
Voorstel van wet van het lid Kombrink tot invoering van de mogelijkheid dat de ontvanger der directe belastingen het faillissement van de belastingschuldige aanvraagt,1
Wijziging van enkele belastingwetten en enige andere wetten (Belastingplan 2007),20
"Goedkeuring van het op 6 november 1992 te Madrid tot stand gekomen Protocol betreffende de toetreding van de Helleense Republiek tot het Akkoord van Schengen van 14 juni 1985 en van de eveneens op 6 november 1992 te Madrid tot stand gekomen Overeenkomst betreffende de toetreding van de Helleense Republiek tot de Overeenkomst tot uitvoering van het Akkoord van Schengen van 19 juni 1990, beide gewijzigd bij de Protocollen, respectievelijk de Overeenkomsten van 27 november 1990 en 25 juni 1991 betreffende de toetreding van respectievelijk de Italiaanse Republiek, het Koninkrijk Spanje en de Republiek Portugal",19
Wijziging van de Wet op het primair onderwijs en de Wet op de expertisecentra in verband met het invoeren van het jaarverslag en een nieuwe regeling van informatievoorziening voor het primair en (voortgezet) speciaal onderwijs,6
"Wijziging van de Wet op het voortgezet onderwijs, houdende een herziene regeling met betrekking tot akten van bekwaamheid tot het geven van voortgezet onderwijs",6
"Voorstel van wet van de leden Rosenmöller, Van Nieuwenhoven en Bakker houdende wijziging van de Arbeidstijdenwet in verband met de wenselijkheid deeltijdarbeid en differentiatie van arbeidsduurpatronen te bevorderen",5
"Voorstel van wet van de leden Hamer, Vergeer, Jungbluth en Lambrechts houdende wijziging van de Wet op het primair onderwijs, de Wet op het voortgezet onderwijs en de Wet educatie en beroepsonderwijs inzake toelating tot bijzondere onderwijsinstellingen van leerlingen of deelnemers die, of van wie de wettelijk vertegenwoordigers, de grondslag van de instelling niet onderschrijven (regeling toelatingsrecht bijzonder onderwijs)",6
"Wijziging van de Wet voorkoming verontreiniging door schepen, de Wet bestrijding ongevallen Noordzee en de Wet op de economische delicten in verband met richtlijn nr. 93/75/EEG van de Raad van de Europese Gemeenschappen van 13 september 1993 betreffende de minimumeisen voor schepen die gevaarlijke of verontreinigende goederen vervoeren en die naar of uit de zeehavens van de Gemeenschap varen (PbEG L 247)",7
Intrekking van de Wet van 12 maart 1953 ten aanzien van de Stichting Nationaal Luchtvaartgeneeskundig Centrum in verband met de beëindiging van de jaarlijkse bijdrage van het Rijk,17
Wijziging van de Natuurbeschermingswet 1998 en de Flora- en faunawet in verband met uitbreiding van de werkingssfeer van beide wetten naar de exclusieve economische zone,7
"Regeling van de instelling, taken en bevoegdheden van de Raad voor de rechtshandhaving van Curaçao, van Sint Maarten en van Bonaire, Sint Eustatius en Saba (Rijkswet Raad voor de rechtshandhaving)",12
"Wijziging van de Wet op de accijns, van de Wet belastingen op milieugrondslag en van de Wet inkomstenbelasting 2001",1
Wijziging van de Tracéwet (tweede tranche),10
"Wijziging van artikel III van wetsvoorstel 20890, houdende wijziging van het Burgerlijk Wetboek en van de Wet gelijke behandeling van mannen en vrouwen",2
Wijziging van de Rijkswet geweldgebruik krijgsmacht in de uitoefening van de bewakings- en beveiligingstaak,16
Wijziging van de Wet op het basisonderwijs en de Interimwet op het speciaal onderwijs en het voortgezet speciaal onderwijs in verband met vrijwillige opheffing van openbare scholen,6
Wijziging van de Kaderwet bestuur in verandering (verlenging regeling Stadsregio Rotterdam),10
"Goedkeuring van het op 2 maart 2005 te Enschede totstandgekomen Verdrag tussen het Koninkrijk der Nederlanden en de Bondsrepubliek Duitsland inzake de grensoverschrijdende politiële samenwerking en de samenwerking in strafrechtelijke aangelegenheden (Trb. 2005, 86 en 241)",12
Verlening van de zittingsduur van de raden van enige gemeenten in verband met de voorgenomen gemeentelijke herindelingen van de Bommelerwaard en de Midden-Betuwe,20
Tijdelijke verruiming van de mogelijkheid in artikel 668a van Boek 7 van het Burgerlijk Wetboek om arbeidsovereenkomsten voor bepaalde tijd aan te gaan in verband met het bevorderen van de arbeidsparticipatie van jongeren,5
Wijziging van de Ziekenfondswet in verband met de beëindiging van de medeverzekering van WSF-gerechtigden,3
Aanpassing van Boek 6 van het nieuwe Burgerlijk Wetboek van de richtlijn van de Raad van de Europese Gemeenschappen inzake de aansprakelijkheid voor produkten met gebreken,12
Wijziging van de Wet op de huurtoeslag (uitvoeringstechnische wijzigingen),14
"Aanpassing van Boek 7 van het Burgerlijk Wetboek aan de richtlijn betreffende pakketreizen, met inbegrip van vakantiepakketten en rondreispakketten",15
Invoering van de Wet structuur uitvoeringsorganisatie werk en inkomen (Invoeringswet Wet structuur uitvoeringsorganisatie werk en inkomen),13
