text,annotation
"Loi autorisant l'approbation de la convention d'application de l'accord de Schengen du 14 juin 1985 entre les gouvernements des Etats de l'Union économique Bénélux, de la République fédérale d'Allemagne et de la République française relatif à la suppression graduelle des contrôles aux frontières communes. ",19
"Loi portant dispositions statutaires relatives au corps des tribunaux administratifs et cours administratives d'appel. Qualités, recrutement, nomination, carrière des membres des tribunaux administratifs et des cours administratives d’appel.",20
"Loi portant diverses dispositions relatives au statut de la magistrature. Le texte a pour objet d'accélérer la montée en charge de l'augmentation de la limite d'âge des magistrats, prévue par la loi organique n° 2010-1341 du 10 novembre 2010, pendant, pour les magistrats, de la modification du calendrier de l'augmentation des âges d'ouverture des droits et d'annulation de la décote décidée par le Gouvernement pour l'ensemble des fonctionnaires civils ainsi que pour les militaires.   L'article unique du projet de loi organique laisse inchangée la limite d'âge précédemment fixée pour les magistrats nés avant le 1er janvier 1952.   Pour les magistrats nés entre le 1er janvier 1952 et le 1er janvier 1955, la limite sera ainsi fixée : - pour les magistrats nés en 1952, à 65 ans et neuf mois ; - pour les magistrats nés en 1953, à 66 ans et deux mois ; - pour les magistrats nés en 1954, à 66 ans et sept mois.  La nouvelle limite d'âge à soixante sept ans s'appliquera donc pleinement aux magistrats nés à compter de 1955.",5
"loi autorisant la ratification de l'accord de partenariat et de coopération entre les Communautés européennes et leurs Etats membres, d'une part, et la République d'Azerbaïdjan. Ce projet de loi a pour objet d'autoriser la ratification de l'Accord de partenariat et de coopération, signé en avril 1996 entre les Etats  de la communaté européenne et l'Azerbaïdjan. Cet accord a pour objectifs de fournir un cadre approprié au dialogue politique entre les parties,  de soutenir les afforts de l'Azebaïdjan pour consolider la démocratie, développer son économie et mener sa transition vers une économie de marché, de promouvoir des relations économiques harmonieuses entre les parties, et enfin de jeter les vases d'une coopération dans les domaines législatif, économique, social, scientifique et culturel.

",19
Loi autorisant l'approbation d'un accord entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique du Costa Rica sur l'encouragement et la protection reciproques des investissements (ensemble trois echanges de lettres). ,19
Loi portant règlement définitif du budget de 1984. ,20
"loi autorisant la ratification du protocole établissant, sur la base de l'article K. 3 du traité sur l'Union européenne et de l'article 41, paragraphe 3, de la convention Europol, les privilèges et immunités d'Europol, des membres de ses organes, de ses directeurs adjoints et de ses agents. ce projet de loi autorise la ratification du protocole prévoyant différentes mesures visant à garantir la protection des activités d'Europol et de ses agents. Selon ce texte, l'office d'Europol dispose d'une immunité de juridiction et une exemption de perquisition, saisie, réquisition, confiscation et de toute autre forme de contrainte, de l'inviolabilité de ses archives, de l'éxonération d'impôts et de droits dans le cadre de ses fonctions officielles.
Ses agents bénéficient, eux, entre autres, d' immunités de juridiction pour toutes les paroles prononcées ou écrites et pour les actes accomplis dans l'exercice de fonctions officielles ",19
Loi autorisant la ratification d'un protocole portant amendement de la convention relative à l'aviation civile internationale (article 83 bis). ,19
"Loi modifiant la loi du 6 août 1986 relative aux modalités d'application des privatisations. ARTICLE UNIQUE: COMPLETE L'ART. 10 DE LA LOI 86912 DU 06-08-1986. FAIT OBLIGATION, JUSQU'AU 31-12-1992, DE DECLARER AU MINISTRE DE L'ECONOMIE TOUTE ACQUISITION D'ACTIONS DES SOCIETES PRIVATISEES CONDUISANT A PORTER LA PARTICIPATION D'UN ACTIONNAIRE OU D'UN GROUPE D'ACTIONNAIRES A 10% OU PLUS DU CAPITAL DE LA SOCIETE CONSIDEREE.",15
"Loi relative à la validation d'acquis professionnels pour la délivrance de diplômes et portant diverses dispositions relatives à l'éducation nationale. Validation d'acquis professionnels pour l'obtention d'un diplôme de l'enseignement supérieur. Validation des acquis professionnels pour l'obtention de diplômes de l'enseignement technologique. Dispositions diverses relatives aux enseignants chercheurs, aux enseignants du supérieur. Dispositions diverses relatives au fonctionnement pratique de la scolarité. Subventions d'investissement à l'enseignement privé.",6
"Loi autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République du Botswana en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscale en matière d'impôts sur le revenu. Ce projet de loi approuve la convention signée en acril 1999 entre la France et le Botswana. Cette convention est conforme dans ses grandes lignes au modèle de l'OCDE, tout en comportant les aménagements habituellement retenus dans les conventions conclues par la France avec les pays en développement.",19
Loi modifiant le code de la sécurité sociale et relatif aux prestations familiales et aux aides à l'emploi pour la garde des jeunes enfants. Allocation de rentrée scolaire. Aide à l'emploi pour la garde des jeunes enfants. Régime fiscal des aides à l'emploi pour la garde des jeunes enfants. ,13
"Loi portant aménagements et simplifications relatifs à la protection sociale et portant ratification du code de la sécurité sociale. Dispositions relatives à la protection sociale. Droit aux prestations de l'assurance invalidité pour les personnes privées d'emploi. Répression du trafic des stupéfiants (pénalités, enquête socio-éducative, confiscation des produits du trafic). Cotisations sociales dues au titre des salariés à temps partiel. Régime de protection sociale des artistes auteurs. Congé de représentation des associations familiales. Conditions de délivrance de la carte de priorité familiale. Affiliation aux assurances sociales de l'associé unique d'une entreprise unipersonnelle à responsabilité limitée. Procédure d'adoption d'enfants d'origine étrangère. Conditions d'exercice de la profession d'opticien-lunetier détaillant. Conditions d'exercice de la profession de diététicien. Dispositions relatives au travail. Dispositions diverses. ",13
Loi relative au soutien de l'investissement productif industriel. ,15
Loi autorisant l'approbation d'un accord de coopération en matière économique et financière entre le Gouvernement de la République française et le Gouvernement de la République gabonaise. ,19
Loi portant ratification des ordonnances prises en application de la loi n° 89-923 du 23 décembre 1989 d'habilitation relative à l'adaptation de la législation applicable dans la collectivité territoriale de Mayotte. Champ d’application des ordonnances : santé publique; code de l'urbanisme ; code rural intitulé <<Protection de la nature>>; code pénal ainsi que de certaines dispositions de droit pénal et de procédure pénale; code du travail ; dispositions budgétaires et comptables ; code de la famille et de l'aide sociale.,20
"Loi relative à l'organe central des caisses d'épargne et des banques populaires. Le projet de loi se limite aux dispositions permettant la création du nouvel organe central des caisses d'épargne et des banques populaires, le transfert des moyens et du patrimoine nécessaires à l'exercice de ses missions et l'organisation du dialogue social au sein du groupe. Le soutien financier que l'État apporte au nouveau groupe s'élève au total à plus de 7 milliards d'euros dont 2,05 milliards d'euros apportés par la première tranche de titres super subordonnés à durée indéterminée (TSSDI) souscrits par la Société de prise de participation de l'État (SPPE) fin 2008. Il est entouré des garanties suivantes : - les engagements souscrits par les groupes Caisses d'épargne et Banques populaires dans le cadre des conventions qui conditionnent le bénéfice des prêts de la Société de financement de l'économie française (SFEF) ; - les intérêts et dividendes perçus par l'État au titre des souscriptions de la SPPE aux TSSDI et aux actions de préférence des caisses d'épargne et banques populaires, assortis d'un mécanisme d'incitation au remboursement de ces instruments financiers ; - la présence de représentants de l'État au sein du conseil de surveillance du nouvel organe central et le principe d'une majorité qualifiée pour les décisions stratégiques ; - l'obligation générale d'information que doivent les établissements de crédit sur leurs activités et implantations dans les juridictions non coopératives.",15
"Loi de financement de la sécurité sociale pour 2012. Depuis 1996, la loi de financement de la sécurité sociale détermine, chaque année, les conditions générales d'équilibre des comptes sociaux, établit les prévisions de recettes et fixe les objectifs de dépenses dans les conditions prévues par la loi organique du 2 août 2005. En 2011, le déficit du régime du régime général devrait s'établir à 18,2 milliards d'euros. Les dépenses de protection sociale continuent de croître. Pour la branche maladie, l'objectif national des dépenses d'assurance maladie (Ondam) 2011 sera respecté. La branche reste néanmoins la plus déficitaire depuis 2009, même si elle est celle qui maîtrise le mieux son déficit. S'agissant de la branche vieillesse, la réforme des retraites votée en 2010 commence à produire ses effets sur les déficits (solde négatif de 6 milliards en 2011, 5,8 milliards prévus pour 2012). La branche famille autrefois excédentaire est désormais structurellement déficitaire en raison des dépenses mises à sa charge et de ses recettes fragilisées (déficit pour 2012 : 2,3 milliards). La branche accident du travail - maladie professionnelle a retrouvé depuis l'année 2011 une trajectoire vertueuse grâce à l'augmentation de la cotisation des entreprises. Elle sera la seule à dégager un excédent l'an prochain. Le projet de loi de financement de la sécurité sociale contient entre autres mesures :
- une augmentation de la fiscalité sur les alcools ;
- un relèvement de la contribution prélevée sur l'industrie pharmaceutique ;
- une baisse des prix de certains produits de santé ;
- une harmonisation du calcul des indemnités journalières ;
- une évolution du mode de rémunérations des pharmaciens ;
- une compensation des départs anticipés liés à la pénibilité de la branche vieillesse ;
- une hausse de l'allocation de garde d'enfant pour les parents isolés ou handicapés ;
- des dispositions de lutte contre la fraude.
Le texte, tel qu'adopté à l'Assemblée nationale, sera examiné par le Sénat le 7 novembre 2011. ",13
"Loi autorisant la ratification du protocole, établi sur la base de l'article K 3 du traité sur l'Union européenne, relatif à l'interprétation, par la Cour de justice des Communautés européennes, de la convention concernant la compétence, la reconnaissance et l'éxécution des décisions en matière matrimoniale. Le 28 mai 1998 les quinze ministres de la justice de l'Union européenne ont adopté et signé une convention concernant la compétence, la reconnaissance et l'exécution des décisions en matière matrimoniale, ainsi qu'un protocole  concernant l'interprétation de cette convention par la Cour de justice des Communautés européennes. Ce protocole détermine les modalités de saisine de la Cour de justice et fixe les modalités particulières d'entrée en vigueur du dispositif.",12
Loi de finances rectificative pour 1980. ,20
"Loi portant création d'un fonds paritaire d'intervention en faveur de l'emploi. Financement des mesures de soutien à l’emploi : création d'un fonds paritaire d'intervention en faveur de l'emploi (modalités, fonctionnement, etc..). Le fonds assure le financement d'allocations au bénéfice des salariés ayant présenté une demande de cessation d'activité acceptée par leur employeur et qui remplissent des conditions.",5
Loi relative à la dévolution du nom de famille. Dispositions relatives aux choix du nom de famille (père et mère/adoption),12
Loi de programmation relatif à l'équipement militaire pour les années 1990-1993. ,16
"Loi renforçant l'information des voyageurs lors de la commercialisation de titres de transport sur les compagnies aériennes figurant sur la liste noire de l'Union européenne. La présente proposition de loi a été déposée à l'Assemblée nationale par Odile Saugues, Jean-Marc Ayrault, Daniel Goldberg et plusieurs de leurs collègues le 2 décembre 2009.  Le texte a pour objet de répondre au problème soulevé par la vente de vols ""de bout de ligne qui consistent à assurer un transport depuis un pays de l'Union européenne avec une compagnie aérienne autorisée à opérer depuis l'Union puis à achever le parcours avec une compagnie figurant sur la liste noire"".  La proposition de loi, dans un article unique complète le code pénal pour créer un délit ""lorsqu'une personne physique ou morale contribue au transport de passagers aériens sur des compagnies faisant l'objet d'une interdiction d'exploitation dans l'Union européenne"".",10
Loi portant règlement définitif du budget de 1998. ,20
"Loi autorisant l'adhésion au deuxième protocole facultatif se rapportant au Pacte international relatif aux droits civils et politiques, visant à abolir la peine de mort. La présente loi autorise l'adhésion au deuxième protocole facultatif se rapportant au Pacte international relatif aux droits civils et politiques visant à abolir la peine de mort, adopté à New York le 15 décembre 1989, et dont le texte y est annexé.",2
"Loi ouvrant le droit à une allocation spécifique aux chômeurs âgés de moins de soixante ans ayant quarante annuités de cotisations d'assurance vieillesse. Les bénéficiaires de l'allocation de solidarité spécifique mentionnée au premier alinéa de l'article L. 351-10 ou de l'allocation de revenu minimum d'insertion prévue à l'article 2 de la loi no 88-1088 du 1er décembre 1988 relative au revenu minimum d'insertion peuvent bénéficier d'une allocation spécifique d'attente, à la charge du fonds mentionné à l'article L. 351-9, lorsqu'ils justifient, avant l'âge de soixante ans, d'au moins cent soixante trimestres validés dans les régimes de base obligatoires d'assurance vieillesse ou de périodes reconnues équivalentes. Pour les titulaires du revenu minimum d'insertion ne percevant pas l'allocation de solidarité spécifique, le service de l'allocation spécifique d'attente est assuré dans les conditions prévues par une convention conclue entre, d'une part, l'Etat et, d'autre part, la Caisse nationale des allocations familiales et la Caisse centrale de mutualité sociale agricole. Pour les bénéficiaires de l'allocation de solidarité spécifique, ce service est assuré dans les conditions prévues par une convention conclue entre l'Etat et les organismes gestionnaires des allocations de solidarité mentionnés à l'article L. 351-21.",5
"Loi de finances pour 2011. Le projet de loi de finances pour 2011 met l'accent sur le rétablissement des comptes publics et la lutte contre le déficit qu'il entend ramener de 152 milliards d'euros en 2010 à 92 milliards d'euros en 2011. Il prévoit une stabilisation des crédits en valeur, hors charge de la dette et dépenses de pensions, et la poursuite de la réduction des effectifs de la fonction publique. Les prélèvements sur recettes au profit de l'Union européenne et des collectivités territoriales sont stabilisés. Les crédits des missions du budget général de l' État font l'objet de réductions significatives, à l'exception des missions « Justice » et « Recherche et Enseignement supérieur ». La structuration du budget en missions et programmes est réformée, dans le sens d'un regroupement de programmes, prenant acte de la sortie de la crise économique et de la réforme de l'État. Par ailleurs, ce budget prévoit que les recettes fiscales nettes pour 2011 s'établiront à 254,1 milliards d'euros et les recettes non fiscales à 17,2 milliards d'euros. Enfin, le projet de loi de finances prévoit la réduction des dépenses fiscales pour participer à l'effort de redressement des comptes publics.",1
Loi relative à la formation professionnelle des artisans. ,5
Loi modifiant la loi n° 82-652 du 29 juillet 1982 et portant dispositions diverses relatives à la communication audiovisuelle. ,17
Loi autorisant l'approbation d'une convention relative a la reconnaissance volontaire des enfants nes hors mariage. ,12
Loi d'orientation agricole. … en relation avec la PAC,4
"Loi relative aux réseaux consulaires, au commerce, à l'artisanat et aux services . Le projet de loi met en œuvre la réforme du réseau des chambres de commerce et d'industrie et de celui des chambres de métiers et de l'artisanat. Il procède en particulier au renforcement des niveaux régionaux et de l'échelon national de chacun de ces réseaux. Il réforme, par ailleurs, le régime administratif de plusieurs professions règlementées, afin d'en faciliter le développement (experts-comptables, agents d'artistes, organismes privés de placement, grossistes).",15
Loi portant amnistie. ,12
"Loi autorisant la ratification de la convention portant statut de la Cour pénale internationale. Ce projet de loi autorise la ratification de la convention portant statut de la Cour pénale internationale, signée à Rome en juillet 1998. ",19
"Loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Comité international des poids et mesures portant amendement de l'accord du 25 avril 1969 relatif au siège du Bureau international des poids et mesures et à ses privilèges et immunités sur le territoire français. Le Gouvernement de la République française et le Comité international des poids et mesures ont signé, le 7 juin 2005, un accord portant amendement de l'accord du 25 avril 1969 relatif au siège du Bureau international des poids et mesures (BIPM) et à ses privilèges et immunités sur le territoire français. Le Bureau international des poids et mesures est une organisation internationale, créée par la convention du mètre en 1875, afin d'assurer l'uniformité mondiale des mesures et leur traçabilité au sein du système international d'unités. La France est dépositaire de la convention du mètre et État hôte, le siège du Bureau étant situé à Sèvres, dans l'enceinte du parc national de Saint-Cloud. Cet accord a pour objet d'étendre le champ des privilèges et immunités dont bénéficie le BIPM en lui octroyant, d'une part, une immunité de juridiction partielle et en conférant, d'autre part, le statut d'inviolabilité à ses archives. Au cours de ces dernières années, le BIPM a pris conscience que le développement de ses activités, notamment la fourniture de services (par exemple : la fourniture du temps universel coordonné ou d'étalons dans différents domaines scientifiques) aux bureaux de métrologie des États membres ou à d'autres organisations internationales (Galileo), accroissait le risque potentiel pour lui de causer des dommages à des tiers pour lesquels sa responsabilité pourrait être engagée, particulièrement en matière contractuelle. Pour cette raison, le BIPM a saisi le ministère des affaires étrangères, en mai 2003, d'une demande de modification de l'accord de siège conclu en 1969 avec le Gouvernement français afin de bénéficier, d'une part, de l'immunité de juridiction, en plus de l'immunité d'exécution dont il dispose déjà, et, d'autre part, de l'inviolabilité de ses archives. Les négociations entre le ministère des affaires étrangères et le BIPM ont été engagées en septembre 2003 et ont abouti à la signature, le 7 juin 2005, du présent accord soumis à l'approbation du Parlement.",19
Loi portant adaptation de la législation française aux dispositions de la convention des Nations Unies contre le trafic illicite de stupéfiants et de substances psychotropes. ,12
"Loi autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République de l'Inde sur le transfèrement des personnes condamnées. La France et l’Inde, déjà liées par une convention d’entraide judiciaire en matière pénale signée le 25 janvier 1997 et par une convention d’extradition signée le 24 janvier 2003, ont souhaité approfondir leur coopération dans le domaine pénal en se dotant d’une convention sur le transfèrement des personnes condamnées.",12
Loi de finances rectificative pour 1982 (2° collectif). ,20
loi autorisant l'approbation de la charte sociale européenne (révisée). ce projet de loi approuve la charte sociale européenne (révisée)  faite à Strasbourg le 3 mai 1996. ,13
Loi relative aux études médicales et pharmaceutiques. ,3
"Loi autorisant la ratification de l'avenant à la convention entre la République française et la République d'Autriche en vue d'éviter les doubles impositions et de prévoir une assistance réciproque dans le domaine des impôts sur le revenu et sur la fortune, ainsi que dans celui de l'impôt sur les successions. ",19
Loi autorisant la ratification de la convention européenne d'extradition. ,19
Loi organique complétant l'article 3 de la loi n° 62-1292 du 6 novembre 1962 relative à l'élection du Président de la République au suffrage universel. La présentation des candidats à la présidence de la République. L'extension aux membres élus du conseil supérieur des Français de l'étranger du droit de présentation. L'extension de ce droit aux conseillers régionaux. ,20
"Loi relative aux archives du Conseil constitutionnel. Un projet de loi ordinaire modifie substantiellement les dispositions du code du patrimoine fixant le régime applicable aux archives publiques. Pour étendre ces modifications aux archives du Conseil constitutionnel, un projet de loi organique est nécessaire. Le présent projet rend ainsi applicable au Conseil constitutionnel certaines des dispositions régissant le nouveau droit commun des archives publiques.",20
"Loi pris en application de la convention portant loi uniforme sur la forme d'un testament international, faite à Washington, le 26 octobre 1973, et désignant les personnes habilitées à instrumenter en matière de testaments internationaux. Les personnes habilitées à instrumenter en matière de testament international mentionnées à l'article II de la convention, faite à Washington le 26 octobre 1973, portant loi uniforme sur la forme d'un testament international sont:- sur le territoire de la République française, les notaires; - à l'égard des Français à l'étranger, les agents diplomatiques et consulaires français.",12
"Loi autorisant la ratification de l'accord de dialogue politique et de coopération entre la Communauté européenne et ses États membres, d'une part, et la Communauté andine et ses pays membres (Bolivie, Colombie, Équateur, Pérou et Venezuela), d'autre part. La présente loi autorise la ratification de l'accord de dialogue politique et de coopération entre la Communauté européenne et ses Etats membres, d'une part, et la Communauté andine et ses pays membres (Bolivie, Colombie, Equateur, Pérou et Venezuela), d'autre part (ensemble une annexe), fait à Rome le 15 décembre 2003, et dont le texte y est annexé.",19
"Loi autorisant l'adhésion de la France à la convention sur le consentement au mariage, l'âge minimum du mariage et l'enregistrement des mariages. La présente loi autorise l'adhésion à la convention sur le consentement au mariage, l'âge minimum du mariage et l'enregistrement des mariages, signée à New York le 10 décembre 1962, et dont le texte y est annexé.",12
"Loi portant rénovation de la démocratie sociale et réforme du temps de travail. Le présent projet de loi vise à donner plus de place à la négociation collective, en conférant plus de légitimité aux partenaires sociaux et en confortant la légitimité et le champ d’intervention des accords collectifs. Il comporte deux parties, la première étant consacrée à la rénovation des règles de la démocratie sociale, et la seconde à une réforme du temps de travail donnant plus d’espace à la négociation d’entreprise ou de branche dans l’organisation et l’aménagement du temps de travail dans les entreprises et simplifiant les règles applicables.",5
"Loi relative aux libertés et responsabilités des universités. Ce texte confie aux universités des missions d'orientation et d'insertion et engage la rénovation de leur gouvernance.

En ce qui concerne les organes de gestion :
- le conseil d'administration est resserré et ses compétences renforcées ; il aura un rôle de stratège ;
- le conseil scientifique et le conseil des études et de la vie universitaire sont redéfinis ;
- le président d'université aura une légitimité et une autorité accrues par son nouveau mode d'élection. Comme son mandat sera renouvelable, il pourra ainsi être jugé sur la base des résultats obtenus ;
- le texte prévoit également la création d'un comité technique paritaire, qui sera un nouveau lieu du dialogue social intra-universitaire.

Par ailleurs, les universités pourront se saisir de nouvelles responsabilités et compétences : mise en place d'un budget global, incluant la masse salariale ; possibilité de mobiliser des sources de financement diversifiées, notamment par la création de fondations ; renforcement du pilotage, via la contractualisation avec l'État et le comité de suivi ; gestion plus réactive du recrutement d'enseignants-chercheurs et de contractuels, y compris étudiants. En outre, le président pourra attribuer des primes et moduler les obligations de service des enseignants-chercheurs.

Enfin, l'État pourra transférer aux universités la pleine propriété des biens mobiliers et immobiliers qui leur sont affectés.",6
Loi autorisant l'approbation d'une convention entre le Gouvernement de la République française et le Gouvernement de la République tchèque en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et sur la fortune. Ce projet de loi autorise l'approbation d'une convention signée entre le gouvernement français et le gouvernement tchèque visant à éviter les doubles impositions et prévénir la fraude et l'évasion fiscales en matière d'impôts,19
Loi autorisant l'approbation d'un avenant modifiant la convention entre le Gouvernement de la République française et le Gouvernement de l'Australie tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu. ,19
