id,year,date,legislative_id,legislature,type,political party,president,description,link,majortopic,subtopic
11,2003,03/04/03,"Lei nº 10.648, de 3 de Abril de 2003",5,6,4,5,"Altera o art. 5º da Lei nº 8.427, de 27 de maio de 1992, que dispõe sobre a concessão de subvenção econômica nas operações de crédito rural.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-03;10648,14,1405
12,2003,14/04/03,"Lei nº 10.649, de 14 de Abril de 2003",5,6,4,5,"Denomina ""Rodovia Ormeo Junqueira Botelho"" trecho da BR-120, no Estado de Minas Gerais.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-14;10649,20,2006
13,2003,16/04/03,"Lei nº 10.650, de 16 de Abril de 2003",5,6,4,5,Dispõe sobre o acesso público aos dados e informações existentes nos órgãos e entidades integrantes do Sisnama.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-16;10650,2,208
14,2003,16/04/03,"Lei nº 10.651, de 16 de Abril de 2003",5,6,4,5,Dispõe sobre o controle do uso da talidomida.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-16;10651,3,321
15,2003,22/04/03,"Lei nº 10.652, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 45.000.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10652,14,1400
16,2003,22/04/03,"Lei nº 10.653, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 780.039.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10653,10,1000
17,2003,22/04/03,"Lei nº 10.654, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário ao Orçamento de Investimento para 2002, em favor de diversas empresas do Grupo PETROBRÁS, no valor total de R$ 2.259.122.810,00, e reduz o Orçamento de Investimento das mesmas empresas no valor global de R$ 1.536.449.550,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10654,20,2008
18,2003,22/04/03,"Lei nº 10.655, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 38.896.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10655,10,1000
19,2003,22/04/03,"Lei nº 10.656, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 258.414.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10656,10,1000
20,2003,22/04/03,"Lei nº 10.657, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 428.064.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10657,10,1000
21,2003,22/04/03,"Lei nº 10.658, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 165.620.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10658,10,1000
22,2003,22/04/03,"Lei nº 10.659, de 22 de Abril de 2003",5,6,4,5,"Dá nova redação ao art. 4º da Lei nº 6.704, de 26 de outubro de 1979, que dispõe sobre o seguro de crédito à exportação e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10659,18,1807
23,2003,22/04/03,"Lei nº 10.660, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 24.401.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10660,10,1000
24,2003,22/04/03,"Lei nº 10.661, de 22 de Abril de 2003",5,6,4,5,"Altera o art. 26 da Medida Provisória nº 2.192-70, de 24 de agosto de 2001, que estabelece mecanismos objetivando incentivar a redução da presença do setor público estadual na atividade financeira bancária, dispõe sobre a privatização de instituições financeiras, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10661,20,2008
25,2003,22/04/03,"Lei nº 10.662, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 63.180.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10662,10,1000
26,2003,22/04/03,"Lei nº 10.663, de 22 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 38.064.000,00, em favor do Ministério dos Transportes, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10663,10,1000
27,2003,22/04/03,"Lei nº 10.664, de 22 de Abril de 2003",5,6,4,5,"Altera as Leis nºs 8.248, de 23 de outubro de 1991, 8.387, de 30 de dezembro de 1991, e 10.176, de 11 de janeiro de 2001, dispondo sobre a capacitação e competitividade do setor de tecnologia da informação, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-22;10664,17,1709
28,2003,23/04/03,"Lei nº 10.665, de 23 de Abril de 2003",5,6,4,5,"Abre crédito extraordinário no valor de R$ 36.874.206,00, em favor do Ministério da Previdência e Assistência Social, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-04-23;10665,5,500
29,2003,08/05/03,"Lei nº 10.666, de 8 de Maio de 2003",5,6,4,5,Dispõe sobre a concessão da aposentadoria especial ao cooperado de cooperativa de trabalho ou de produção e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-08;10666,5,503
30,2003,14/05/03,"Lei nº 10.667, de 14 de Maio de 2003",5,6,4,5,"Altera dispositivos da Lei nº 8.745, de 9 de dezembro de 1993, da Lei nº 10.470, de 25 de junho de 2002, e da Lei nº 8.112, de 11 de dezembro de 1990, cria cargos efetivos, cargos comissionados e gratificações no âmbito da Administração Pública Federal, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-14;10667,20,2004
31,2003,14/05/03,"Lei nº 10.668, de 14 de Maio de 2003",5,6,4,5,"Autoriza o Poder Executivo a instituir o Serviço Social Autônomo Agência de Promoção de Exportações do Brasil - Apex- Brasil, altera os arts. 8º e 11 da Lei nº 8.029, de 12 de abril de 1990, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-14;10668,20,2008
32,2003,14/05/03,"Lei nº 10.669, de 14 de Maio de 2003",5,6,4,5,"Altera a Lei nº 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-14;10669,3,300
33,2003,14/05/03,"Lei nº 10.670, de 14 de Maio de 2003",5,6,4,5,Institui o dia nacional da água.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-14;10670,20,2030
34,2003,15/05/03,"Lei nº 10.671, de 15 de Maio de 2003",5,6,4,5,Dispõe sobre o Estatuto de Defesa do Torcedor e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-15;10671,23,2300
35,2003,15/05/03,"Lei nº 10.672, de 15 de Maio de 2003",5,6,4,5,"Altera dispositivos da Lei nº 9.615, de 24 de março de 1998, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-15;10672,23,2300
36,2003,16/05/03,"Lei nº 10.673, de 16 de Maio de 2003",5,6,4,5,"Altera dispositivos da Lei nº 5.517, de 23 de outubro de 1968, que dispõe sobre o exercício da profissão de Médico Veterinário e cria os Conselhos Federal e Regionais de Medicina Veterinária.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-16;10673,5,504
37,2003,16/05/03,"Lei nº 10.674, de 16 de Maio de 2003",5,6,4,5,"Obriga a que os produtos alimentícios comercializados informem sobre a presença de glúten, como medida preventiva e de controle da doença celíaca.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-16;10674,15,1525
38,2003,19/05/03,"Lei nº 10.675, de 19 de Maio de 2003",5,6,4,5,"Autoriza o Poder Executivo a abrir, em favor do Ministério da Integração Nacional, crédito extraordinário no valor de R$ 128.000.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-19;10675,14,1400
39,2003,22/05/03,"Lei nº 10.676, de 22 de Maio de 2003",5,6,4,5,Dispõe sobre a contribuição para o Programa de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para Seguridade Social - COFINS devidas pelas sociedades cooperativas em geral.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-22;10676,5,504
40,2003,22/05/03,"Lei nº 10.677, de 22 de Maio de 2003",5,6,4,5,"Revoga o art. 374 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-22;10677,12,1210
41,2003,23/05/03,"Lei nº 10.678, de 23 de Maio de 2003",5,6,4,5,"Cria a Secretaria Especial de Políticas de Promoção da Igualdade Racial, da Presidência da República, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-23;10678,2,201
42,2003,23/05/03,"Lei nº 10.679, de 23 de Maio de 2003",5,6,4,5,Dispõe sobre a atuação de advogado durante depoimento perante Comissão Parlamentar de Inquérito,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-23;10679,20,2000
43,2003,23/05/03,"Lei nº 10.680, de 23 de Maio de 2003",5,6,4,5,"Altera a Lei nº 5.917, de 10 de setembro de 1973, que aprova o Plano Nacional de Viação, para incluir, na Relação Descritiva das Ferrovias do Plano Nacional de Viação, trechos ferroviários situados nos Estados da Bahia e de Tocantins.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-23;10680,10,1005
44,2003,27/05/03,"Lei nº 10.681, de 27 de Maio de 2003",5,6,4,5,"Altera o Quadro VI da Lei nº 10.640, de 14 de janeiro de 2003.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-27;10681,20,2004
45,2003,28/05/03,"Lei nº 10.682, de 28 de Maio de 2003",5,6,4,5,Cria cargos na Carreira Policial Federal e o Plano Especial de Cargos do Departamento de Polícia Federal e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-28;10682,16,1608
46,2003,28/05/03,"Lei nº 10.683, de 28 de Maio de 2003",5,6,4,5,"Dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-28;10683,20,2000
47,2003,30/05/03,"Lei nº 10.684, de 30 de Maio de 2003",5,6,4,5,"Altera a legislação tributária, dispõe sobre parcelamento de débitos junto à Secretaria da Receita Federal, à Procuradoria-Geral da Fazenda Nacional e ao Instituto Nacional do Seguro Social e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-05-30;10684,20,2009
48,2003,05/06/03,"Lei nº 10.685, de 5 de Junho de 2003",5,6,4,5,Dispõe sobre a alienação por doação de uma Corveta da Marinha do Brasil.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-05;10685,16,1606
49,2003,11/06/03,"Lei nº 10.686, de 11 de Junho de 2003",5,6,4,5,Autoriza o Poder Executivo a conceder subvenção econômica à Companhia de Navegação do São Francisco - Franave.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-11;10686,10,1007
50,2003,12/06/03,"Lei nº 10.687, de 12 de Junho de 2003",5,6,4,5,"Abre crédito extraordinário, em favor dos Ministérios do Meio Ambiente, da Defesa e da Integração Nacional, no valor de R$ 12.000.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-12;10687,7,700
51,2003,13/06/03,"Lei nº 10.688, de 13 de Junho de 2003",5,6,4,5,Estabelece normas para a comercialização da produção de soja da safra de 2003 e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-13;10688,18,1803
52,2003,13/06/03,"Lei nº 10.689, de 13 de Junho de 2003",5,6,4,5,Cria o Programa Nacional de Acesso à Alimentação - PNAA.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-13;10689,13,1301
53,2003,16/06/03,"Lei nº 10.690, de 16 de Junho de 2003",5,6,4,5,"Reabre o prazo para que os Municípios que refinanciaram suas dívidas junto à União possam contratar empréstimos ou financiamentos, dá nova redação à Lei nº 8.989, de 24 de fevereiro de 1995, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-16;10690,1,108
54,2003,18/06/03,"Lei nº 10.691, de 18 de Junho de 2003",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério do Planejamento, Orçamento e Gestão, crédito especial no valor de R$ 675.827.380,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-18;10691,20,2001
55,2003,18/06/03,"Lei nº 10.692, de 18 de Junho de 2003",5,6,4,5,"Altera o Quadro VI da Lei nº 10.640, de 14 de janeiro de 2003.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-18;10692,2,200
56,2003,25/06/03,"Lei nº 10.693, de 25 de Junho de 2003",5,6,4,5,Cria a Carreira de Agente Penitenciário Federal no Quadro de Pessoal do Ministério da Justiça e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-25;10693,12,1204
57,2003,26/06/03,"Lei nº 10.694, de 26 de Junho de 2003",5,6,4,5,"Abre crédito extraordinário, em favor do Ministério dos Transportes, no valor de R$ 89.128.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-06-26;10694,10,1000
58,2003,01/07/03,"Lei nº 10.695, de 1º de Julho de 2003",5,6,4,5,"Altera e acresce parágrafo ao art. 184 e dá nova redação ao art. 186 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, alterado pelas Leis nºs 6.895, de 17 de dezembro de 1980, e 8.635, de 16 de março de 1993, revoga o art. 185 do Decreto-Lei nº 2.848, de 1940, e acrescenta dispositivos ao Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-01;10695,12,1210
59,2003,02/07/03,"Lei nº 10.696, de 2 de Julho de 2003",5,6,4,5,"Dispõe sobre a repactuação e o alongamento de dívidas oriundas de operações de crédito rural, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-02;10696,4,402
60,2003,02/07/03,"Lei nº 10.697, de 2 de Julho de 2003",5,6,4,5,"Dispõe sobre a revisão geral e anual das remunerações e subsídios dos servidores públicos federais dos Poderes Executivo, Legislativo e Judiciário da União, das autarquias e fundações públicas federais, de que trata a Lei nº 10.331, de 18 de dezembro de 2001, referente ao ano de 2003.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-02;10697,20,2004
61,2003,02/07/03,"Lei nº 10.698, de 2 de Julho de 2003",5,6,4,5,"Dispõe sobre a instituição de vantagem pecuniária individual devida aos servidores públicos civis da Administração Federal direta, autárquica e fundacional.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-02;10698,20,2004
62,2003,09/07/03,"Lei nº 10.699, de 9 de Julho de 2003",5,6,4,5,"Dispõe sobre o salário mínimo a partir de 1º de abril de 2003, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-09;10699,5,505
63,2003,09/07/03,"Lei nº 10.700, de 9 de Julho de 2003",5,6,4,5,"Altera as Leis nºs 10.420, de 10 de abril de 2002, e 10.674, de 16 de maio de 2003, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-09;10700,4,403
64,2003,09/07/03,"Lei nº 10.701, de 9 de Julho de 2003",5,6,4,5,"Altera e acrescenta dispositivos à Lei nº 9.613, de 3 de março de 1998, que dispõe sobre os crimes de lavagem ou ocultação de bens, direitos e valores; a prevenção da utilização do sistema financeiro para os ilícitos previstos nesta Lei; cria o Conselho de Controle de Atividades Financeiras - Coaf, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-09;10701,20,2007
65,2003,14/07/03,"Lei nº 10.702, de 14 de Julho de 2003",5,6,4,5,"Altera a Lei nº 9.294, de 15 de julho de 1996, que dispõe sobre as restrições ao uso e à propaganda de produtos fumígeros, bebidas alcoólicas, medicamentos, terapias e defensivos agrícolas, nos termos do § 4º do art. 220 da Constituição Federal.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-14;10702,3,399
66,2003,18/07/03,"Lei nº 10.703, de 18 de Julho de 2003",5,6,4,5,Dispõe sobre o cadastramento de usuários de telefones celulares pré-pagos e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-18;10703,15,1525
67,2003,21/07/03,"Lei nº 10.704, de 21 de Julho de 2003",5,6,4,5,"Denomina ""Aeroporto de Parnaíba - Prefeito Dr. João Silva Filho"" o aeroporto localizado na cidade de Parnaíba, Estado do Piauí.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-21;10704,20,2006
68,2003,21/07/03,"Lei nº 10.705, de 21 de Julho de 2003",5,6,4,5,Concede pensão especial a Luiz Felippe Monteiro Dias.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-21;10705,5,503
69,2003,30/07/03,"Lei nº 10.706, de 30 de Julho de 2003",5,6,4,5,Autoriza a União a conceder indenização a José Pereira Ferreira.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-30;10706,20,2015
70,2003,30/07/03,"Lei nº 10.707, de 30 de Julho de 2003",5,6,4,5,Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2004 e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-30;10707,1,105
71,2003,31/07/03,"Lei nº 10.709, de 31 de Julho de 2003",5,6,4,5,"Acrescenta incisos aos arts. 10 e 11 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-31;10709,6,600
72,2003,31/07/03,"Lei nº 10.708, de 31 de Julho de 2003",5,6,4,5,Institui o auxílio-reabilitação psicossocial para pacientes acometidos de transtornos mentais egressos de internações.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-07-31;10708,3,334
73,2003,05/08/03,"Lei nº 10.710, de 5 de Agosto de 2003",5,6,4,5,"Altera a Lei nº 8.213, de 24 de julho de 1991, para restabelecer o pagamento, pela empresa, do salário-maternidade devido à segurada empregada gestante.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-05;10710,5,503
74,2003,05/08/03,"Lei nº 10.711, de 5 de Agosto de 2003",5,6,4,5,Dispõe sobre o Sistema Nacional de Sementes e Mudas e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-05;10711,4,404
75,2003,12/08/03,"Lei nº 10.712, de 12 de Agosto de 2003",5,6,4,5,"Altera o art. 16 da Medida Provisória nº 2.181-45, de 24 de agosto de 2001, que dispõe sobre operações financeiras entre o Tesouro Nacional e as entidades que menciona, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-12;10712,20,2001
76,2003,13/08/03,"Lei nº 10.713, de 13 de Agosto de 2003",5,6,4,5,"Altera artigos da Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal - para dispor sobre a emissão anual de atestado de pena a cumprir.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-13;10713,12,1210
77,2003,13/08/03,"Lei nº 10.714, de 13 de Agosto de 2003",5,6,4,5,"Autoriza o Poder Executivo a disponibilizar, em âmbito nacional, número telefônico destinado a atender denúncias de violência contra a mulher.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-13;10714,12,1208
78,2003,18/08/03,"Lei nº 10.715, de 18 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito especial no valor de R$ 4.078.834,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-18;10715,12,1204
79,2003,18/08/03,"Lei nº 10.716, de 18 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor de diversos órgãos do Poder Executivo, crédito suplementar no valor global de R$ 59.653.549,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-18;10716,20,2000
80,2003,18/08/03,"Lei nº 10.717, de 18 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Defesa e da Justiça, crédito suplementar no valor global de R$ 190.557.415,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-18;10717,20,2000
81,2003,19/08/03,"Lei nº 10.718, de 19 de Agosto de 2003",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Judiciário, crédito suplementar no valor global de R$ 22.259.462,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10718,20,2000
82,2003,19/08/03,"Lei nº 10.719, de 19 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Fazenda e do Desenvolvimento, Indústria e Comércio Exterior, crédito suplementar no valor global de R$ 231.033.545,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10719,20,2000
83,2003,19/08/03,"Lei nº 10.720, de 19 de Agosto de 2003",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo, crédito suplementar no valor global de R$ 604.926.830,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10720,20,2000
84,2003,19/08/03,"Lei nº 10.721, de 19 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios do Meio Ambiente e da Integração Nacional, crédito suplementar no valor global de R$ 12.107.035,00, para reforçar dotações constantes da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10721,20,2000
85,2003,19/08/03,"Lei nº 10.722, de 19 de Agosto de 2003",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Planejamento, Orçamento e Gestão e das Cidades, crédito suplementar no valor global de R$ 95.109.031,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10722,14,1400
86,2003,19/08/03,"Lei nº 10.723, de 19 de Agosto de 2003",5,6,4,5,"Abre ao Orçamento da Seguridade Social da União, em favor dos Ministérios do Trabalho e Emprego e da Assistência Social, crédito suplementar no valor global de R$ 1.165.967.527,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-19;10723,5,500
87,2003,20/08/03,"Lei nº 10.724, de 20 de Agosto de 2003",5,6,4,5,Concede pensão especial a Mário Kozel e Terezinha Kozel.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-08-20;10724,5,503
88,2003,02/09/03,"Lei nº 10.725, de 2 de Setembro de 2003",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério das Comunicações, crédito suplementar no valor de R$ 6.181.787,00, para reforço de dotações constantes da lei orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2003-09-02;10725,17,1700
