id_obs,coder_1,coder_2,consensus,sec_create_1,sec_create_2,sec_review_1,sec_review_2,possibly_sensitive,lang,conversation_id,type,text,author_id,retweet_count,reply_count,like_count,quote_count,impression_count,id,created_at,in_reply_to_user_id,error,TOXICITY,SEVERE_TOXICITY,INSULT_EXPERIMENTAL,THREAT_EXPERIMENTAL,country,INSULT,THREAT,date,tox_60,tox_70,tox_80,tox_90,insult_60,insult_70,insult_80,insult_90,annotation
168269,0,0,1.0,7,14,0,0,False,es,1.295462646720934e+18,retweeted,#17AJuntosContraLaImpunidad #17APorLaRepublica pena por la gente que reacciona así: 😡😆 a las fotos y videos en Facebook o que se enfoca en la marca de los vehículos que con esfuerzo compraron,233376864,0,0,1,0,0,1.295462646720934e+18,2020-08-17T20:48:58.000Z,,No Error,0.07212844,0.0017547607,0.057890166,0.0058448366,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
186993,0,0,1.0,33,10,20,0,False,es,1.295473465932296e+18,retweeted,De acuerdo con la marcha y no dudo que cristina dbe ser juzgada como cualquier ciudadano. Pero el escrache en frente d su depto no me parece bien. Hay que ser .mejores que ellos por mas que cueste  #17AJuntosContraLaImpunidad,1159590505061240832,0,1,0,0,0,1.295473465932296e+18,2020-08-17T21:31:57.000Z,,No Error,0.104795754,0.0022697449,0.07365121,0.007145886,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
191022,0,0,1.0,8,11,3,0,False,es,1.2954757312171213e+18,retweeted,#17AJuntosContraLaImpunidad o seremos libres o no seremos nada! Viva la libertad carajo🇦🇷💪,1054022134966743040,0,0,0,0,0,1.2954757312171213e+18,2020-08-17T21:40:57.000Z,,No Error,0.17371799,0.0074005127,0.05086332,0.007314181,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
211928,0,0,1.0,6,3,1,0,False,es,1.2954901142656778e+18,retweeted,Hagan el duelo chicxs  #17AJuntosContraLaImpunidad,248736232,0,0,0,0,0,1.2954901142656778e+18,2020-08-17T22:38:06.000Z,,No Error,0.022610499,0.0013256073,0.013516913,0.007365964,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
211947,0,0,1.0,8,6,2,0,False,es,1.2954900983357563e+18,retweeted,Que inconscientes los que fueron a la marcha hermano  #17AJuntosContraLaImpunidad,2562551416,0,0,1,0,0,1.2954900983357563e+18,2020-08-17T22:38:03.000Z,,No Error,0.05378982,0.001115799,0.043250903,0.005686251,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
221972,0,0,1.0,5,2,1,0,False,es,1.295498722273624e+18,retweeted,#17AJuntosContraLaImpunidad q orgullo argentinos,3313113743,0,0,0,0,0,1.295498722273624e+18,2020-08-17T23:12:19.000Z,,No Error,0.026735162,0.0016975403,0.01617693,0.0062008454,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
226174,0,0,1.0,5,3,1,0,False,es,1.2955038011563415e+18,retweeted,Orgullo del pueblo Republicano Argentino!!!!!! #17AJuntosContraLaImpunidad,995067090242588672,0,0,0,0,0,1.2955038011563415e+18,2020-08-17T23:32:30.000Z,,No Error,0.01847211,0.0008201599,0.012832909,0.0058739646,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
274723,0,0,1.0,9,3,1,0,False,es,1.2958449788628296e+18,retweeted,@clarincom Estemos atentos .... yo no les creo...#17APorLaRepublica #17a #17AJuntosContraLaImpunidad,4398810382,0,0,0,0,0,1.2958626659951163e+18,2020-08-18T23:18:30.000Z,8105922.0,No Error,0.019351736,0.00084400177,0.014428918,0.006149062,Argentina,,,2020-08-18,0,0,0,0,0,0,0,0,0
286797,0,0,1.0,8,4,2,0,False,es,1.292939337336791e+18,quoted,#17AHacemosHistoria por la libertad justicia inseguridad #QueSeVayanTodos,1277899204174721024,0,0,0,0,0,1.292939337336791e+18,2020-08-10T21:42:14.000Z,,No Error,0.147767,0.01302678,0.0836065,0.044925548,Argentina,,,2020-08-10,0,0,0,0,0,0,0,0,0
297735,0,0,1.0,5,3,0,0,False,es,1.2968687093116147e+18,retweeted,@DanannRock Por eso #QueSeVayanTodos,776138373106982912,0,0,0,0,0,1.2968697483540152e+18,2020-08-21T18:00:17.000Z,1078995180.0,No Error,0.09112182,0.006713867,0.036104713,0.025961896,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
314382,0,0,1.0,8,4,4,0,False,es,1.2969122647847483e+18,retweeted,@CCC_Arg muy conveniente #JusticiaPorSolange #QueSeVayanTodos,146676541,1,0,1,0,0,1.2969129454028513e+18,2020-08-21T20:51:56.000Z,158116807.0,No Error,0.19409354,0.017674843,0.16124763,0.091630474,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
327702,0,0,1.0,12,8,0,0,False,es,1.296889900051173e+18,retweeted,"@PregoneroL Encontraremos una salida, tenemos gente honesta y capaz. Hay derecho a equivocarse y estará la posibilidad de corregir y cambiar mientras haya buena fe en las personas que asuman el desafío. Hoy quienes se apoderaron de nuestra vida, NO TIENEN buena fe. Sí, #QueSeVayanTodos",351050664,0,0,0,0,0,1.296947993464189e+18,2020-08-21T23:11:12.000Z,1.0877886923019264e+18,No Error,0.11067997,0.0048446655,0.07333439,0.011146127,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
333330,0,0,1.0,7,24,0,0,False,es,1.2969630610902587e+18,retweeted,Hartazgo de los ciudadanos honestos y defensores de la República. Llegó la hora de exigir #QUESEVAYANTODOS      #QUESEVAYANTODOS    #QUESEVAYANTODOS,4705030808,1,0,1,0,0,1.2969630610902587e+18,2020-08-22T00:11:04.000Z,,No Error,0.15324512,0.015092585,0.081508696,0.04524883,Argentina,,,2020-08-22,0,0,0,0,0,0,0,0,0
364102,0,0,1.0,8,5,0,0,False,es,1.2979184812796147e+18,retweeted,@Winston_Dunhill En el 2001 tuvimos una chances no desperdiciemos está #QueSeVayanTodos,1258011258110054400,0,1,1,0,0,1.2979683116664504e+18,2020-08-24T18:45:35.000Z,1114590254.0,No Error,0.112746716,0.007858276,0.060927123,0.026479885,Argentina,,,2020-08-24,0,0,0,0,0,0,0,0,0
365418,0,0,1.0,7,3,0,0,False,es,1.298030496870531e+18,quoted,@USDtin Un lindo paseo por la plaza..a pedir #QueSeVayanTodos,1060831160685748224,0,0,0,0,0,1.298085499555459e+18,2020-08-25T02:31:15.000Z,1.1619907948714967e+18,No Error,0.051810697,0.003528595,0.029383656,0.011146127,Argentina,,,2020-08-25,0,0,0,0,0,0,0,0,0
368356,0,0,1.0,4,2,0,0,False,es,1.298627024941187e+18,retweeted,@pabloduggan Te tiro una: #QueSeVayanTodos,1452514010,0,0,0,0,0,1.298646704267436e+18,2020-08-26T15:41:16.000Z,145677457.0,No Error,0.19409354,0.018449519,0.08533409,0.091630474,Argentina,,,2020-08-26,0,0,0,0,0,0,0,0,0
368785,0,0,1.0,18,5,7,0,False,es,1.2987628255533998e+18,quoted,@dipypapa creo que tu mensaje es muy valioso para la Republica que queremos construir. Pero me atrevo a sujerirte que no nos sirve el #Quesevayantodos necesitamos una mínima institucionalidad para comenzar a construir. Vos podes ayudar para que votemos mejor.,716071198912811008,0,0,0,0,0,1.2987628255533998e+18,2020-08-26T23:22:42.000Z,274295589.0,No Error,0.030034892,0.001001358,0.022255141,0.005854546,Argentina,,,2020-08-26,0,0,0,0,0,0,0,0,0
379003,0,0,1.0,13,8,5,0,False,es,1.3005602041872627e+18,retweeted,@Juan79407977 Si llegan aprobar la reforma judicial tenemos que resistir todos en las calles hasta #QueSeVayanTodos,1138596276860272640,0,0,1,0,0,1.3005826376235336e+18,2020-08-31T23:53:59.000Z,8.153238578422414e+17,No Error,0.07450261,0.0049591064,0.033790905,0.014738814,Argentina,,,2020-08-31,0,0,0,0,0,0,0,0,0
380376,0,0,1.0,7,4,0,0,False,es,1.2958323038228685e+18,retweeted,@josefinah05 Propongo cacerolazo todos los días hasta la marcha del #26ATodosAlCongreso,1161663243506638848,19,2,37,3,0,1.2959159869321134e+18,2020-08-19T02:50:22.000Z,175427609.0,No Error,0.09438288,0.0077438354,0.030816011,0.029933142,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
383432,0,0,1.0,8,6,0,0,False,es,1.2959408835783311e+18,retweeted,"Hay que asegurar bien que esta sea la fecha, hasta ahora todo parece que quieren seccionar este día, de ser así...#26ATodosAlCongreso  #26ANoALaReformaJudicial",258631841,3,1,7,0,0,1.2959408835783311e+18,2020-08-19T04:29:18.000Z,,No Error,0.014639461,0.0008249283,0.0113889,0.006110225,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
385303,0,0,1.0,16,6,10,0,False,es,1.295760255259943e+18,quoted,@Claudde @Kouk1424 @wadodecorrido Vos querés q le diga q #MacriEsElLider  ? Eso querés q le diga que #MacriEsElLider y el #26ATodosAlCongreso ? Ud pide yo cumplo 🤷🙄🙃💥,890070960770101248,0,0,2,0,0,1.295960740864688e+18,2020-08-19T05:48:13.000Z,26439328.0,No Error,0.037105743,0.0014686584,0.025284592,0.006003422,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
389177,0,0,1.0,5,2,0,0,False,es,1.2960591033961923e+18,retweeted,El #26ATodosAlCongreso creo que será inolvidable!,4504116748,7,2,10,0,0,1.2960591033961923e+18,2020-08-19T12:19:04.000Z,,No Error,0.012440401,0.000910759,0.010362893,0.0064079775,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
398138,0,0,1.0,7,4,0,0,False,es,1.296110331069071e+18,retweeted,"Veremos cuántos políticos nos acompañan #26ATodosAlCongreso, de esa misma forma los vamos a acompañar en las urnas!!!",1242120254945472512,0,0,1,0,0,1.296110331069071e+18,2020-08-19T15:42:38.000Z,,No Error,0.017215505,0.0009536743,0.014390918,0.006265574,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
398596,0,0,1.0,4,3,0,0,False,es,1.2959286629660467e+18,retweeted,@MovimientoSepa #26ATodosAlCongreso  #26ANoALaReformaJudicial la van a tratar de sacar ese día,754088335,1,0,1,0,0,1.2961130784851023e+18,2020-08-19T15:53:33.000Z,1.1617830224353608e+18,No Error,0.015204934,0.000834465,0.011958904,0.006246155,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
408560,0,0,1.0,6,3,0,0,False,es,1.2961547615117883e+18,retweeted,La diferencia se hace en la calle no militando por Twitter #26ATodosAlCongreso,1087216488505847808,2,0,2,0,0,1.2961547615117883e+18,2020-08-19T18:39:11.000Z,,No Error,0.016964182,0.00077724457,0.013516913,0.005715379,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
408760,0,0,1.0,11,4,0,0,False,es,1.2961540050816e+18,retweeted,"Qué pasa con la gente de bien que sueña con un país serio? Qué pasa con la clase dirigente en general? Van a ser cómplices? Van a condenar a un país con su silencio, acción u omisión? La libertad no se negocia!#26ATodosAlCongreso",4587784882,3,1,1,0,0,1.2961540050816e+18,2020-08-19T18:36:10.000Z,,No Error,0.06896287,0.0024318695,0.04910661,0.0061166976,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
410920,0,0,1.0,5,6,2,0,False,es,1.296161469156e+18,retweeted,#26ATodosAlCongreso NO ME VAN A DOBLEGAR  DIJO ALBERTITERE SABRA LA POROTA,1162940470877663232,1,0,1,0,0,1.296161469156e+18,2020-08-19T19:05:50.000Z,,No Error,0.1269396,0.0052261353,0.07967083,0.008168601,Argentina,,,2020-08-19,0,0,0,0,0,0,0,0,0
440000,0,0,1.0,6,4,0,0,False,es,1.2962632210751567e+18,retweeted,Che alguien sabe realmente de que se trata la famosa reforma judicial ??#26ATodosAlCongreso,1087413028260335616,0,0,0,0,0,1.2962632210751567e+18,2020-08-20T01:50:09.000Z,,No Error,0.012063419,0.0005841255,0.010552894,0.005534138,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
446571,0,0,1.0,6,4,0,0,False,es,1.296292355704791e+18,retweeted,"#26ATodosAlCongreso por nuestros hijos, nietos y la patria, EL PUEBLO ES EL ÚNICO SOBERANO, ayudemos a difundir! Gracias,gracias, gracias!",1188348470945603584,0,0,0,0,0,1.296292355704791e+18,2020-08-20T03:45:56.000Z,,No Error,0.012754552,0.0013256073,0.0113889,0.0061231707,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
452789,0,0,1.0,7,5,0,0,False,es,1.29642889577703e+18,retweeted,"Buen día hermoso grupo Twittero! Que tengan una linda jornada! Mientras vemos qué nos deparan las novedades de hoy, vamos calentando motores!      #26ATodosAlCongreso    #26ANoALaReformaJudicial  #26ATodosALaCalle   #26ADecimosBasta  #26AFrenamosLaImpunidad  #26AVigiliaEnElCongre",829953670817181696,1,2,3,0,0,1.29642889577703e+18,2020-08-20T12:48:29.000Z,,No Error,0.027677942,0.0019931793,0.017872108,0.00713294,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
453650,0,0,1.0,13,6,0,0,False,es,1.2964299994661765e+18,retweeted,"Lo vengo diciendo hace rato debemos ir a donde les duele, al hueso. #26ATodosAlCongreso, si puede ser antes o mas seguido, mejor. No aflojemos.",1294606724146528256,0,0,1,0,0,1.2964299994661765e+18,2020-08-20T12:52:53.000Z,,No Error,0.1883923,0.010986328,0.10587067,0.036149003,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
453893,0,0,1.0,4,2,0,0,False,es,1.2959548826844774e+18,quoted,@DanielSabsay1 Ssssiiiii.... vamos todos #26ATodosAlCongreso,110489308,0,0,0,0,0,1.2964403594011607e+18,2020-08-20T13:34:03.000Z,1.2540587890803791e+18,No Error,0.017718147,0.0013446808,0.011046898,0.0062979385,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
455745,0,0,1.0,8,6,0,0,False,es,1.2964206828850255e+18,retweeted,@SoherElSukaria @alferdez Lo que diferencia muchas veces a los Cordobeses es que no tenemos la moral tal liviana ( me incluyo como Cordobés por adopción). #26ATodosAlCongreso,3036973216,0,0,3,0,0,1.2964706222106092e+18,2020-08-20T15:34:18.000Z,961274156.0,No Error,0.17718399,0.009002686,0.12702756,0.006809296,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
460252,0,0,1.0,11,6,0,0,False,es,1.2964705145091523e+18,retweeted,@WalhallaMann El desastre Venezolano no hubiese ocurrido sin la complicidad de la opocición!! Si dan QUORUM que quilombo se va armar! #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso    No importa otra cosa!,3258414609,1,0,2,0,0,1.296570632394756e+18,2020-08-20T22:11:42.000Z,197178351.0,No Error,0.16765249,0.010299683,0.11464815,0.012181788,Argentina,,,2020-08-20,0,0,0,0,0,0,0,0,0
461682,0,0,1.0,24,18,1,1,False,es,1.29658223978292e+18,retweeted,@LaOne24barra7 Si tengo idea . Se lo que es u aunque no lo supiera soy emostics con los que sufren me duele envelnslms este genocidio que estanngsciendo tan macabro todo. #26ATodosAlCongreso #26ANoALaReformaJudicial #FalsaOpisicion #GolpeDeEstadoK art 29 CN  estamos con vos para que esto acabe.,1260973466183966720,3,0,1,0,0,1.2966018287638075e+18,2020-08-21T00:15:40.000Z,9.999904638966168e+17,No Error,0.15213956,0.01754573,0.075868964,0.05753354,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
463466,0,0,1.0,8,3,0,0,False,es,1.29663216943625e+18,replied_to,@diegocabot Con mas razón hay que ir el #26ATodosAlCongreso,221015765,1,0,3,0,0,1.296636214473306e+18,2020-08-21T02:32:18.000Z,169622154.0,No Error,0.01024134,0.00067710876,0.009317887,0.006097279,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
466253,0,0,1.0,4,3,0,0,False,es,1.2967745935087084e+18,retweeted,"@PatoBullrich Este #26ATodosAlCongreso hará historia, amén",1296462960957763584,0,0,0,0,0,1.2967950776590336e+18,2020-08-21T13:03:34.000Z,54414081.0,No Error,0.016712861,0.0010251999,0.013592913,0.0061037517,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
466579,0,0,1.0,16,15,0,0,False,es,1.2967745935087084e+18,retweeted,@PatoBullrich El #26ATodosAlCongreso Incluidos todos los periodistas NO ENSOBRADOS!! Vuelvo a repetir mí fórmula perfecta y NO TIBIA @PatoBullrich  @MiguelPichetto  lo mejor de cambiemos y muy preparados para administrar nuestra nación 💪❤️🇦🇷💪,1277352805,1,0,1,0,0,1.2967816689137418e+18,2020-08-21T12:10:17.000Z,54414081.0,No Error,0.07212844,0.0032043457,0.053205602,0.007068211,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
469247,0,0,1.0,5,5,0,0,False,es,1.2961169120704963e+18,retweeted,@elisacarrio @JorgeFerrand11 Grosa Lilita @CoexistirHoy @CuyanoDelSur #26ATodosAlCongreso #26ANoALaReformaJudicialK #26AElInteriorSeSuma @A24COM @MWinazki,501041783,0,0,0,0,0,1.2969138476731187e+18,2020-08-21T20:55:31.000Z,1578961946.0,No Error,0.19789438,0.010147095,0.16875735,0.008285114,Argentina,,,2020-08-21,0,0,0,0,0,0,0,0,0
496825,0,0,1.0,8,3,0,0,False,es,1.294829499897598e+18,retweeted,"#YoNoMarcho por una vez tengan algo de sensatez, y #QuedateEnCasa",955298119683584000,0,0,1,0,0,1.294829499897598e+18,2020-08-16T02:53:04.000Z,,No Error,0.045873325,0.0015068054,0.0314771,0.0060325502,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
497210,0,0,1.0,5,2,0,0,False,es,1.295140103837356e+18,retweeted,#YoNoMarcho ..xvos xmi por todos!!!,846409565646282752,1,0,2,0,0,1.295140103837356e+18,2020-08-16T23:27:17.000Z,,No Error,0.01859777,0.0015735626,0.011312899,0.0067963502,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
497402,0,0,1.0,7,3,0,0,False,es,1.2950891159653827e+18,quoted,Quedarte en casa salva vidas #YoNoMarcho @C5N @telefenoticias @rodrigolussich @AmericaTV #MAUROENAMERICA,178779179,5,5,8,1,0,1.2950891159653827e+18,2020-08-16T20:04:41.000Z,,No Error,0.019100413,0.0014019012,0.014808921,0.006136116,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
497605,0,0,1.0,6,3,0,0,False,es,1.2952087629874831e+18,retweeted,"#yonomarcho me cuido, te cuido y nos cuidamos",2344203211,0,1,2,0,0,1.2952087629874831e+18,2020-08-17T04:00:07.000Z,,No Error,0.007916619,0.000667572,0.0075698765,0.005731561,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
499088,0,0,1.0,4,2,0,0,False,es,1.2953226057513288e+18,retweeted,Por mi salud y la de todes! #YoNoMarcho,150047428,0,1,3,1,0,1.2953226057513288e+18,2020-08-17T11:32:29.000Z,,No Error,0.003754111,0.00033140182,0.0060783676,0.005551939,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
502388,0,0,1.0,16,9,11,0,False,es,1.2953463510316237e+18,retweeted,"#YoNoMarcho nosotros tan argentinos uds tan kirchneristas. Hoy marchamos en defensa de la república, las instituciones y la constitución nacional #17ASalimosTodos #NoALaReformaJudicialK",1050573507669741568,2,0,0,0,0,1.2953463510316237e+18,2020-08-17T13:06:51.000Z,,No Error,0.06500591,0.0037574768,0.036809623,0.006550381,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
508707,0,0,1.0,5,3,0,0,False,es,1.295363655060656e+18,retweeted,@etupito Jaaaajaaaa!!! #YoNoMarcho,1205186890296680448,0,0,0,0,0,1.2953658820304975e+18,2020-08-17T14:24:27.000Z,2429071284.0,No Error,0.017466826,0.00086307526,0.012832909,0.005883674,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
512206,0,0,1.0,6,4,0,0,False,es,1.295374325554479e+18,retweeted,#YoNoMarcho yo-no-marcho. Yo aplaudo a lxs trabajadores de la salud!!!,992186877640921088,0,0,0,0,0,1.295374325554479e+18,2020-08-17T14:58:00.000Z,,No Error,0.0056233127,0.00039815903,0.007322875,0.0054079173,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
513979,0,0,1.0,11,9,0,0,False,es,1.295377610025861e+18,retweeted,"@rossi_delfina @LANACION Más que contradicciones son actitudes irresponsables. Mandan a los otros al contagio. Por eso, #YoNoMarcho",1027254488,0,2,1,0,0,1.295378775551746e+18,2020-08-17T15:15:41.000Z,535633686.0,No Error,0.06500591,0.0015258789,0.056719027,0.0058739646,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
514476,0,0,1.0,19,13,1,1,False,es,1.2953800345391923e+18,retweeted,Está primero en las tendencias.. no existen  #YoNoMarcho,162837288,0,0,1,0,0,1.2953800345391923e+18,2020-08-17T15:20:41.000Z,,No Error,0.009110395,0.0003695488,0.008937885,0.0054499907,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
517583,0,0,1.0,29,16,1,0,False,es,1.2953889161834332e+18,retweeted,"#YoNoMarcho es arriesgarse al pedo, todos los que invitan a la marcha la miran por TN.",208582227,0,0,0,0,0,1.2953889161834332e+18,2020-08-17T15:55:59.000Z,,No Error,0.18079062,0.006904602,0.06921569,0.0074048014,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
518219,0,0,1.0,10,7,0,0,False,es,1.2953895779271107e+18,quoted,"#YoNoMarcho xq me cuido y cuido a los míos. Xq salir a expresarse en un momento de pandemia es generar más contagios, ser irresponsable y egoísta ocupando camas q pueden ser para otros !! #YoMeQuedoEnCasa",153530369,0,1,7,0,0,1.2953895779271107e+18,2020-08-17T15:58:37.000Z,,No Error,0.10783285,0.002117157,0.0720671,0.0055875396,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
518824,1,1,1.0,31,25,18,1,False,es,1.2953921869477765e+18,replied_to,Las ganas que tengo de ir a resolver cara a cara con los anticuarentena y anti gobierno está situación son insoportables pero di sobrevivimos a esto los voy a ver en la primera movilización que hagan y se van a volver a casa con los dientes en una bolsita. Prometido #YoNoMarcho,757730794056085504,0,0,1,0,0,1.2953921869477765e+18,2020-08-17T16:08:59.000Z,,No Error,0.12867521,0.006904602,0.08410009,0.012337137,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
521006,0,0,1.0,4,6,0,0,False,es,1.295395274937041e+18,retweeted,#YoNoMarcho porque los mismo que convocan son los que destruyeron el país.,2338908200,1,0,2,0,0,1.295395274937041e+18,2020-08-17T16:21:15.000Z,,No Error,0.1693855,0.0077438354,0.14874944,0.01119791,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
521137,0,0,1.0,5,12,0,0,False,es,1.295397218409734e+18,retweeted,"#YoNoMarcho quiero viv@ a mi prójim@ aunque sea Anti K, Antiperonista, libertarios y terraplanistas!",231636434,0,0,0,0,0,1.295397218409734e+18,2020-08-17T16:28:58.000Z,,No Error,0.17285149,0.011444092,0.107333586,0.009307829,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
