text,annotation
"Ley 26/2010, de 16 de julio, del régimen de cesión de tributos del Estado a la Comunidad Autónoma de Canarias y de fijación del alcance y condiciones de dicha cesión.",8
"Ley 10/1997, de 24 de abril, sobre derechos de información y consulta de los trabajadores en las empresas y grupos de empresas de dimensión comunitaria.",5
"LEY 2/1987, DE 17 DE MARZO, SOBRE FISCALIDAD MUNICIPAL EN LA ORDENACION DEL TRAFICO URBANO. ",8
"Ley 19/1999, de 18 de mayo, sobre concesión de un crédito extraordinario, por importe de 6.479.998.329 pesetas, para compensar el déficit de explotación de las líneas de Ferrocarriles de Vía Estrecha (FEVE), correspondiente al ejercicio de 1996.",8
"Ley 44/1995, de 27 de diciembre, por la que se modifica la Ley 23/1982, de 16 de junio, reguladora del Patrimonio Nacional. ",20
"Real Decreto-Ley 3/2007, de 13 de abril, por el que se adoptan medidas urgentes para reparar los daños causados por las inundaciones producidas por desbordamientos en la cuenca del río Ebro durante la última semana del mes de marzo y la primera del mes de abril 2007. (BOE, núm. 90, de 14 de abril de 2007). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",7
"Ley 40/1982, de 3 de julio, sobre concesión de un suplemento de crédito al Presupuesto del Estado por un importe de 125.000.000 de pesetas, y de varias modificaciones presupuestarias que totalizan idéntica cantidad al presupuesto del Organismo Autónomo ""Instituto de Cooperación Iberoamericana"", para atender obligaciones derivadas del Real Decreto 2411/1979. ",20
"Ley 25/2002, de 1 de julio, del régimen de cesión de tributos del Estado a la Comunidad Autónoma de Aragón y de fijación del alcance y condiciones de dicha cesión.",8
"Ley 18/1984, de 8 de junio, sobre reconocimiento como años trabajados a efectos de la Seguridad Social de los períodos de prisión sufridos como consecuencia de los supuestos contemplados en la Ley de Amnistía de 15 de octubre de 1977. ",6
"Ley 36/1981, de 5 de octubre, de concesión de un suplemento de crédito por importe de 696.883.358 pesetas, para incrementar la subvención a recibir por el Patrimonio Nacional, dada la insuficiencia de los recursos de que actualmente dispone para la cobertura de los gastos a que ha de atender durante el actual ejercicio. ",20
"Real Decreto-ley 7/2018, de 27 de julio, sobre el acceso universal al Sistema Nacional de Salud. (130/000034)",3
"Ley Orgánica 5/2005, de 17 de noviembre, de la Defensa Nacional",16
"Ley 14/2000, de 29 de diciembre, de Medidas fiscales, administrativas y del orden social.",13
"Ley 7/2011, de 11 de abril, por la que se modifican la Ley 41/1999, de 12 de noviembre, sobre sistemas de pagos y de liquidación de valores y el Real Decreto-ley 5/2005, de 11 de marzo, de reformas urgentes para el impulso a la productividad y para la mejora de la contratación pública.",8
"Ley 46/1982, de 9 de julio, sobre contribución de España a la sexta ampliación de recursos de la Asociación Internacional de Fomento. ",19
"Ley 9/2007, de 22 de junio, sobre regularización y actualización de inscripciones de embarcaciones pesqueras en el Registro de Buques y Empresas Navieras y en el Censo de la Flota Pesquera Operativa.",8
"Ley 9/1986, de 4 de febrero, de Plantillas del Ejército del Aire. ",8
"Ley 35/1994, de 23 de diciembre, de modificación del Código Civil en materia de autorización del matrimonio civil por los alcaldes. ",6
"Ley 52/1980, de 16 de octubre, de regulación del régimen económico de la explotación del Acueducto Tajo-Segura. ",8
"Ley 9/2002, de 24 de abril, sobre concesión de un crédito extraordinario por importe de 26.087.101,17 euros, para el pago de sentencias derivadas de la responsabilidad patrimonial del Estado legislador por el gravamen complementario de la tasa del juego, establecido en el año 1990.",8
"Ley 8/1990, de 25 de julio, sobre Reforma del Régimen Urbanístico y Valoraciones del Suelo.",4
"Real Decreto-ley 7/1980, de 29 de agosto, de medidas urgentes para la iniciación del curso escolar 1980-81, ampliación de plantillas de cuerpos docentes y concesión de suplementos de créditos para ayudas de enseñanza y constitución de personal docente y auxiliar (BOE, núm. 230, de 24 de septiembre de 1980). (PDF) (PDF) Convalidación ",6
"Real Decreto-Ley 9/2014, de 4 de julio, por el que se establecen las normas de calidad y seguridad para la donación, la obtención, la evaluación, el procesamiento, la preservación, el almacenamiento y la distribución de células y tejidos humanos y se aprueban las normas de coordinación y funcionamiento para su uso en humanos. (130/000056)",7
"Ley 27/2006, de 18 de julio, por la que se regulan los derechos de acceso a la información, de participación pública y de acceso a la justicia en materia de medio ambiente (incorpora las Directivas 2003/4/CE y 2003/35/CE).",7
"Ley 37/1999, de 28 de octubre, por la que se modifica la Ley 38/1988, de 28 de diciembre, de Demarcación y de Planta Judicial.",6
"Ley 5/1997, de 24 de marzo, de reforma del texto articulado de la Ley sobre Tráfico, Circulación de Vehículos a Motor y Seguridad Vial, aprobado por Real Decreto Legislativo 339/1990, de 2 de marzo.",8
"Ley 23/1994, de 6 de julio, por la que se modifica la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido. ",15
"Ley 31/1998, de 5 de octubre, sobre concesión de un crédito extraordinario por importe de 14.500.000.000 de pesetas para la adquisición de los edificios sitos en la Carrera de San Jerónimo, números 36 y 40, con destino al Congreso de los Diputados.",6
"Ley Orgánica 4/2007, de 12 de abril, por la que se modifica la Ley Orgánica 6/2001, de 21 de diciembre, de Universidades.",6
"Ley 6/2007, de 12 de abril, de reforma de la Ley 24/1988, de 28 de julio, del Mercado de Valores, para la modificación del régimen de las ofertas públicas de adquisición y de la transparencia de los emisores",15
"Ley 7/2010, de 31 de marzo, General de la Comunicación Audiovisual.",8
"Ley 38/2007, de 16 de noviembre, por la que se modifica el texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 1/1995, de 24 de marzo, en materia de información y consulta de los trabajadores y en materia de protección de los trabajadores asalariados en caso de insolvencia del empresario",5
"Ley 36/2010, de 22 de octubre, del Fondo para la Promoción del Desarrollo.",8
"Ley 27/2010, de 16 de julio, del régimen de cesión de tributos del Estado a la Comunidad Autónoma de Extremadura y de fijación del alcance y condiciones de dicha cesión.",8
"Ley 33/1982, de 1 de julio, sobre concesión de un suplemento de crédito por importe de 18.000.000.000 de pesetas, al presupuesto en vigor del Ministerio de Industria y Energía para dotar al Instituto Nacional de Industria de la financiación suficiente para hacer frente a las ampliaciones de capital de ""Empresa Nacional Siderúrgica, Sociedad Anónima"" (ENSIDESA) y ""Altos Hornos del Mediterráneo"", por 10.000 y 8.000 millones de pesetas, respectivamente. ",8
"Ley 43/2007, de 13 de diciembre, de protección de los consumidores en la contratación de bienes con oferta de restitución del precio.",8
"Real Decreto-Ley 11/1994, de 28 de octubre, por el que se adopta medidas urgentes para reparar los daños causados por las recientes inundaciones. ",7
"Real Decreto-Ley 10/2009, de 13 de agosto, por el que se regula el programa temporal de protección por desempleo e inserción. ",5
"Ley 31/1997, de 4 de agosto, de modificación del régimen de cesión de tributos del Estado a la Generalidad de Cataluña y de fijación del alcance y condiciones de dicha cesión.",8
"Ley 35/2003, de 4 de noviembre, de Instituciones de Inversión Colectiva.",8
"Ley 30/2006, de 26 de julio, de semillas y plantas de vivero y de recursos fitogenéticos.",4
Ley de la Acción y del Servicio Exterior del Estado.,19
"LEY 19/1989, DE 25 DE JULIO, DE REFORMA PARCIAL Y ADAPTACION DE LA LEGISLACION MERCANTIL A LAS DIRECTIVAS DE LA COMUNIDAD ECONOMICA EUROPEA (CEE) EN MATERIA DE SOCIEDADES. ",15
"Ley 53/2002, de 30 de diciembre, de Medidas Fiscales, Administrativas y del Orden Social.",20
"Ley 50/1982, de 3 de julio, sobre concesión de un crédito extraordinario por importe de pesetas 1.306.136.805, al presupuesto en vigor del Ministerio de Transportes y Comunicaciones, para atender el mayor déficit que presenta la cuenta del Estado en la ""Compañía Transmediterránea, Sociedad Anónima"" (SA), correspondiente al ejercicio de 1978. ",10
"Ley 34/1980, de 21 de junio, de reforma del Procedimiento Tributario. ",15
"Ley 43/1999, de 25 de noviembre, sobre adaptación de las normas de circulación a la práctica del ciclismo.",8
"Ley 43/1997, de 20 de noviembre, sobre concesión de varios créditos extraordinarios por importe de 47.830.131.054 pesetas, para cancelar los mayores gastos ocasionados por correcciones financieras impuestas por la Unión Europea por sobrepasar las cuotas de producción láctea en los años 1990, 1991 y 1992, realizar pagos fuera de plazo y otras de diversos sectores.",8
"Real Decreto-Ley 6/2016, de 23 de diciembre, de medidas urgentes para el impulso del Sistema Nacional de Garantía Juvenil. (130/000005)",9
"Ley 12/1997, de 24 de abril, de Liberalización de las Telecomunicaciones.",8
Ley por la que se adoptan diversas medidas tributarias dirigidas a la consolidación de las finzas públicas y al impulso de la actividad económica.,8
"Ley Orgánica 2/2006, de 3 de mayo, de Educación.",6
"Ley 45/2007, de 13 de diciembre, para el desarrollo sostenible del medio rural.",4
"Ley Orgánica 11/2011, de 1 de agosto, para la aplicación a la Guardia Civil del artículo 13.1 de la Ley Orgánica 9/2011, de 27 de julio, de derechos y deberes de los miembros de las Fuerzas Armadas.",16
"Ley 21/1992, de 16 de julio, de Industria. ",8
"Real Decreto-ley 3/1986, de 30 de diciembre, sobre medidas urgentes para la ordenación de aprovechamientos hidráulicos en la cuenca del Segura (BOE, núm. 14, de 16 de enero de 1987). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",8
"Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional.",6
"Ley 40/2007, de 4 de diciembre, de medidas en materia de Seguridad Social.",5
"Real Decreto-Ley 6/2017, de 31 de marzo, por el que se aprueba la oferta de empleo público en los ámbitos de personal docente no universitario y universitario, Fuerzas Armadas, Fuerzas y Cuerpos de Seguridad del Estado y Cuerpos de Policía dependientes de las Comunidades Autónomas para 2017. (130/000012)",5
"LEY 20/1988, DE 14 DE JULIO, POR LA QUE SE MODIFICAN DETERMINADOS ARTICULOS DEL TEXTO REFUNDIDO DE LA LEY DE PROCEDIMIENTO LABORAL APROBADA POR REAL DECRETO 1568/1980, DE 13 DE JUNIO. ",5
"Ley 2/1995, de 23 de marzo, de Sociedades de Responsabilidad Limitada. ",8
"Real Decreto Legislativo 2/2004, de 5 de marzo, por el que se aprueba el texto refundido de la Ley Reguladora de las Haciendas Locales (BOE, núm. 59, de 09 de marzo de 2004). (PDF) (PDF) Corrección de errores ",7
"Ley Orgánica 2/1983, de 25 de febrero, de Estatuto de Autonomía para las Islas Baleares. ",20
"Ley 20/1997, de 19 de junio, por la que se regula la competencia del Gobierno, en un período transitorio, para la fijación de las tarifas y condiciones de interconexión.",8
"Ley por la que se modifica la Ley 26/2007, de 23 de octubre, de Responsabilidad Medioambiental.",7
"Ley 22/2002, de 1 de julio, del régimen de cesión de tributos del Estado a la Comunidad Autónoma de La Rioja y de fijación del alcance y condiciones de dicha cesión.",8
"Ley 31/1981, de 10 de julio, por la que se establece el régimen retributivo específico de los Magistrados y Secretarios de la Magistratura de Trabajo. ",5
"Ley 27/2007, de 23 de octubre, por la que se reconocen las lenguas de signos españolas y se regulan los medios de apoyo a la comunicación oral de las personas sordas, con discapacidad auditiva y sordociegas.",7
"Real Decreto-Ley 11/2011, de 26 de agosto, por el que se crea la Comisión de Regulación Económica Aeroportuaria, se regula su composición y funciones, y se modifica el régimen jurídico del personal laboral de Aena. ",8
"Ley 3/1997, de 24 de marzo, sobre recuperación automática del subsidio de garantía de ingresos mínimos.",8
"Ley 17/1995, de 1 de junio, de transferencia de volúmenes de agua de la cuenca del río Guadiaro a la cuenca del río Guadalete.",7
"Ley 46/2007, de 13 de diciembre, de modificación de la Ley 42/1999, de 25 de noviembre, de Régimen del Personal del Cuerpo de la Guardia Civil.",8
Ley de garantía de la unidad de mercado.,8
Ley de creación de la Comisión ciol de los Mercados y la Competencia.,8
"Ley 36/2006, de 29 de noviembre, de medidas para la prevención del fraude fiscal.",8
"Ley Orgánica 2/1997, de 19 de junio, reguladora de la clásula de conciencia de los profesionales de la información.",8
"Ley 32/1981, de 10 de julio, por la que se determina el Régimen Presupuestario y Patrimonial de los Entes Preautonómicos. ",20
"Ley 39/1995, de 19 de diciembre, de Organización del Centro de Investigaciones Sociológicas. ",7
"Ley Orgánica 3/1995, de 23 de marzo, de modificación de la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General. ",20
"Real Decreto-ley 1/1996, de 19 de enero, por el que se conceden créditos extraordinarios y suplementarios destinados a atender la actualización de retribuciones y otras obligaciones de personal activo, la financiación de la sanidad pública, el traspaso de competencias a las Comunidades Autónomas en materia de universidades, la participación en los ingresos del Estado de las Comunidades Autónomas y Corporaciones locales y determinadas actuaciones inversoras en la cuenca del Guadalquivir (BOE, núm. 21, de 24 de enero de 1996). (PDF) ",8
"Real Decreto-Ley 11/2006, de 29 de diciembre, por el que se autoriza la actualización de las cuantías de la indemnización por residencia del personal en activo del sector público estatal en la Comunidad Autónoma de las Illes Balears y en las ciudades de Ceuta y Melilla. (BOE, núm. 312, de 30 de diciembre de 2006). (PDF) (PDF) Convalidación ",8
"Ley 26/1985, de 31 de julio, de medidas urgentes para la racionalización de la estructura y de la acción protectora de la Seguridad Social (SS). CORRECCION DE ERRORES: BOE 66, 86/03/18. ",8
"Ley Orgánica 11/1994, de 24 de marzo, de reforma del Estatuto de Autonomía de Castilla y León.",20
"Real Decreto-Ley 12/1997, de 1 de agosto, por el que se añade un párrafo tercero al artículo 67.1 del texto articulado de la Ley sobre Tráfico, Circulación de Vehículos de Motor y Seguridad Vial, aprobado por Real Decreto Legislativo 339/1990, de 2 de marzo. ",10
"Ley 2/2006, de 23 de marzo, por la que se crea el Consejo General de Colegios de Ópticos-Optometristas.",6
"Real Decreto-Ley 13/2011, de 16 de septiembre, por el que se restablece el Impuesto sobre el Patrimonio con carácter temporal. ",8
"Ley Orgánica 3/2005, de 8 de julio, de modificación de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, para perseguir extraterritorialmente la práctica de la mutilación genital femenina",19
"Ley 13/1992, de 1 de junio, de Recursos propios y supervisión en base consolidada de las Entidades Financieras. ",8
"Real Decreto-ley 6/1982, de 2 de abril, relativo a inversiones públicas de carácter extraordinario y medidas de fomento a la exportación (BOE, núm. 83, de 07 de abril de 1982). (PDF) (PDF) Convalidación ",8
"Ley 36/1982, de 3 de julio, sobre concesión de un crédito extraordinario por importe de 197.674.676 pesetas, al presupuesto en vigor del Ministerio de la Presidencia del Gobierno, para atender insuficiencias presupuestarias derivadas de incrementos salariales al personal laboral del Patrimonio Nacional, correspondientes al ejercicio de 1980. ",5
"Real Decreto-ley 4/1985, de 28 agosto, de concesión de suplementos de crédito por importe total de 3.207.407.937 pesetas, para financiar la ampliación de plantillas de personal docente y no docente para el curso escolar 1986-86 (BOE, núm. 210, de 02 de septiembre de 1985). (PDF) (PDF) Convalidación ",8
"Real Decreto-Ley 15/1997, de 29 de agosto, por el que se modifica la Ley 5/1996, de 10 de enero, de creación de determinadas Entidades de Derecho Público. ",20
"Ley 13/2003, de 23 de mayo, reguladora del contrato de concesión de obras públicas.",8
"Ley Orgánica 4/1981, de 1 de junio, de los estados de alarma, excepción y sitio. ",8
"Real Decreto-ley 2/2000, de 23 de junio, por el que se modifica la Ley 19/1994, de 6 de julio, de modificación del régimen económico y fiscal de Canarias, y otras normas tributarias. (BOE, núm. 151, de 24 de junio de 2000). (PDF) (PDF) Corrección de erratas (PDF) Convalidación ",8
"Ley 28/1981, de 24 de junio, de aprobación de la cuenta general del Estado correspondiente al ejercicio de 1976. ",20
Ley de fomento de la finciación empresarial.,5
"Ley 14/2002, de 5 de junio, por la que se establecen ayudas sociales a las personas con hemofilia u otras coagulopatías congénitas que hayan desarrollado la hepatitis C como consecuencia de haber recibido tratamiento con concentrados de factores de coagulación en el ámbito del sistema sanitario público, y otras normas tributarias.",13
"Real Decreto-Ley 3/2013, de 22 de febrero, por el que se modifica el régimen de tasas en el ámbito de la Administración de Justicia y el sistema de asistencia jurídica gratuita, así como corrección de errores publicada en el Boletín Oficial del Estado. (130/000033)",12
"Ley 37/1994, de 27 de diciembre, por la que se modifica la Ley 23/1986, de 24 de diciembre, por la que se establecen las Bases del Régimen Jurídico de las Cámaras Agrarias, modificada por la Ley 23/1991, de 15 de octubre. ",4
"Ley 8/1994, de 19 de mayo, por la que se regula la Comisión Mixta para la Unión Europea. ",20
Ley Orgánica de protección de la salud del deportista y lucha contra el dopaje en la actividad deportiva.,3
"Ley 27/1999, de 16 de julio, de Cooperativas.",4
"LEY 27/1988, DE 19 DE OCTUBRE, SOBRE CONCESION DE UN CREDITO EXTRAORDINARIO POR IMPORTE DE 3.976.676.964 PESETAS, PARA CUBRIR EL DEFICIT DE EXPLOTACION DE LA ""COMPAÑIA METROPOLITANO DE MADRID, SOCIEDAD ANONIMA-FERROCARRIL SUBURBANO DE CARABANCHEL"", CORRESPONDIENTE AL EJERCICIO DE 1984. ",5
"Ley 28/2006, de 18 de julio, de Agencias estatales para la mejora de los servicios públicos.",8
"Real Decreto Legislativo 2/2008, de 20 de junio, por el que se aprueba el Texto Refundido de la Ley de Suelo.",22
"Real Decreto-ley 1/1982, de 15 de enero, por el que se crea el Fondo Especial de Protección al Desempleo (BOE, núm. 29, de 03 de febrero de 1982). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",8
"Real Decreto-ley 10/1980, de 29 de agosto, sobre un crédito extraordinario al Instituto Nacional de Industria para financiar sus participaciones en ""SEAT"" y ""Babcock & Wilcox"" (BOE, núm. 237, de 02 de octubre de 1980). (PDF) (PDF) Convalidación ",8
"Ley 29/1994, de 24 de noviembre, de Arrendamientos Urbanos. ",8
"Ley 20/1984, de 15 de junio, de retribuciones del Personal de las Fuerzas Armadas. ",16
"Ley 2/2002, de 21 de febrero, por la que se crea el Consejo General de los Colegios Oficiales de Decoradores.",6
"Real Decreto-Ley 11/1995, de 28 de diciembre, por el que se establecen las normas aplicables al tratamiento de las aguas residuales urbanas. ",7
"Real Decreto-Ley 5/1994, de 29 de abril, por el que se regula la obligación de comunicación de determinados datos a requerimiento de las Comisiones Parlamentarias de Investigación. ",9
Ley Orgánica sobre intercambio de información de antecedentes peles y consideración de resoluciones judiciales peles en la Unión Europea.,19
"Ley Orgánica 11/2007, de 22 de octubre, reguladora de los derechos y deberes de los miembros de la Guardia Civil.",9
"Ley 10/1987, de 15 de junio, de disposiciones básicas para un desarrollo coordinado de actuaciones en materia de combustibles gaseosos.",8
"Real Decreto-Ley 8/1995, de 4 de agosto, por el que se adoptan medidas urgentes de mejora del aprovechamiento del trasvase Tajo-Segura. ",8
"Ley Orgánica 8/2011, de 21 de julio, complementaria de la Ley del Registro Civil, por la que se modifica la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.",20
"LEY ORGÁNICA 11/1998, de 30 de diciembre, de reforma de la Ley Orgánica 8/1981, de 30 de diciembre, del Estatuto de Autonomía para Cantabria.",20
"Ley 14/2003, de 26 de mayo, de modificación de la Ley 50/1981, de 30 de diciembre, por la que se regula el Estatuto Orgánico del Ministerio Fiscal.",20
"Real Decreto-ley 21/1982, de 12 de diciembre, sobre medidas urgentes para reparar los daños causados por las recientes inundaciones en Cataluña y Huesca (BOE, núm. 274, de 15 de noviembre de 1982). (PDF) (PDF) Convalidación ",7
"Ley 15/1992, de 5 de junio, sobre medidas urgentes para la progresiva adaptación del sector petrolero al marco comunitario. ",8
"Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal.",13
"Real Decreto-Ley 27/1997, de 12 de diciembre, por el que se conceden créditos extraordinarios por importe total de 8.956.161.394 pesetas para atender obligaciones derivadas de gastos corrientes en bienes y servicios, inversiones y otros gastos del Ministerio del Interior. ",8
"LEY ORGANICA 1/1988, DE 24 DE MARZO, DE REFORMA DEL CODIGO PENAL EN MATERIA DE TRAFICO ILEGAL DE DROGAS. ",19
"Ley 37/2002, de 8 de octubre, sobre concesión de un crédito extraordinario por importe de 4.648.044,15 euros, para el pago de indemnizaciones derivadas del cumplimiento de distintos autos dictados en ejecución de la sentencia del Tribunal Supremo, Sala de lo Contencioso-Administrativo, sección sexta, de 20 de octubre de 1997, en los que se reconoce el derecho de los reclamantes a ser indemnizados por los daños ocasionados por la rotura de la Presa de Tous.",19
"Ley 1/2017, de 18 de abril, sobre restitución de bienes culturales que hayan salido de forma ilegal del territorio español o de otro Estado miembro de la Unión Europea, por la que se incorpora al ordenamiento español la Directiva 2014/60/UE, del Parlamento Europeo y del Consejo de 15 de mayo de 2014.",17
"Real Decreto-Ley 17/1997, de 10 de octubre, por el que se modifican determinados artículos de la Ley Orgánica 13/1991, de 20 de diciembre, del Servicio Militar. ",16
"Ley 10/1983, de 16 de agosto, de organización de la Administración Central del Estado. CORRECCION DE ERRORES: BOE 233, 83/10/29. ",20
"Ley Orgánica 7/1982, de 13 de julio, que modifica la Legislación vigente en materia de contrabando y regula los delitos e infracciones administrativas en la materia. ",8
"Ley 2/2004, de 27 de diciembre, de Presupuestos Generales del Estado para el año 2005.",20
"Ley 16/1994, de 7 de junio, por la que se modifica la Ley 20/1991, de 7 de junio, de Modificación de los Aspectos Fiscales del Régimen Económico Fiscal de Canarias. ",15
"Real Decreto-Ley 5/2010, de 31 de marzo, por el que se amplía la vigencia de determinadas medidas económicas de carácter temporal. ",8
"Ley 54/1997, de 27 de noviembre, del Sector Eléctrico.",8
"Ley 14/1995, de 22 de mayo, sobre concesión de un crédito extraordinario por importe de 3.000.000.000 de pesetas para satisfacer la contribución española al Centro Europeo de Investigación Nuclear (CERN) correspondiente al ejercicio 1994. ",8
"Ley 32/1980, de 21 de junio, del Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados. ",15
"Ley 12/1989, de 9 de mayo, de la Función Estadística Pública.",8
"Ley 26/2001, de 27 de diciembre, por la que se establece el sistema de infracciones y sanciones en materia de encefalopatías espongiformes transmisibles.",8
"Real Decreto-ley 10/1981, de 19 de junio, sobre inspección y recaudación de la Seguridad Social (BOE, núm. 147, de 20 de junio de 1981). (PDF) (PDF) Convalidación ",8
"Ley 36/2002, de 8 de octubre, de modificación del Código Civil en materia de nacionalidad.",19
"Real Decreto-ley 7/1993, de 21 de mayo, de medidas urgentes de adaptación y modificación del Impuesto sobre el Valor Añadido, del Impuesto Especial sobre determinados Medios de Transporte, del Impuesto General Indirecto Canario, del Arbitrio sobre la Producción e Importación en las Islas Canarias y de la Tarifa Especial del Arbitrio Insular a la Entrada de Mercancías (BOE, núm. 126, de 27 de mayo de 1993). (PDF) (PDF) Convalidación ",8
"Ley 2/2001, de 26 de marzo, por la que se crea el Consejo General de Colegios de Protésicos Dentales.",6
"LEY 13/1989, DE 26 DE MAYO, DE COOPERATIVAS DE CREDITO. ",8
"Real Decreto-ley 1/1990, de 2 de febrero, sobre concesión, con carácter excepcional, de una paga al personal al servicio de la Administración Pública (BOE, núm. 30, de 03 de febrero de 1990). (PDF) (PDF) Convalidación ",20
"Real Decreto-Ley 7/1996, de 7 de junio, sobre medidas urgentes de carácter fiscal y de fomento y liberalización de la actividad económica (BOE, núm. 147, de 08 de junio de 1996). (PDF) (PDF) Corrección de errores ",8
"Ley 21/2003, de 7 de julio, de Seguridad Aérea.",8
"Real Decreto-ley 5/1989, de 7 de julio, sobre medidas financieras y fiscales urgentes (BOE, núm. 162, de 08 de julio de 1989). (PDF) (PDF) Convalidación ",8
"Ley 40/1984, de 1 de diciembre, de plantillas del Ejército de Tierra. ",8
"Ley 22/1985, de 24 de julio, sobre concesión de un crédito extraordinario por importe de 580.464.087 pesetas para atender a la financiación de las obligaciones derivadas del pago de indemnización de daños y perjuicios a la empresa periodística ""Madrid-Diario de la Noche Sociedad Anónima (SA)"", en cumplimiento de los autos de 8 y 28 de junio de 1983 de la Sala Tercera del Tribunal Supremo. ",9
"Ley 29/1992, de 24 de noviembre, sobre concesión de un crédito extraordinario por importe de 1.324.761.828 pesetas para el abono al personal caminero del Estado en activo de diferencias retributivas por antiguedad, relativas al período comprendido entre el 1 de enero de 1981 y 30 de junio de 1991, reconocidas por sentencia del Tribunal Superior de Justicia de Madrid de 14 de junio de 1990, así como de los intereses legales correspondientes.",6
"Ley 35/1983, de 28 de diciembre, reguladora de la cesión de tributos a la Comunidad Autónoma de La Rioja. ",8
"Ley 19/1980, de 24 de abril, sobre concesión de un crédito extraordinario de 6.965.907.704 pesetas, para cubrir la diferencia entre el déficit de explotación de Renfe en 1978 y la respectiva consignación presupuestaria. ",15
"Ley Orgánica 9/2011, de 27 de julio, de derechos y deberes de los miembros de las Fuerzas Armadas.",16
