text,annotation
"Altera o Plano de Carreira dos Servidores do Senado Federal, instituído pelas Resoluções do Senado Federal nºs 42 e 51, de 1993, e unificado pela Resolução do Senado Federal nº 7, de 2002, convalidada pela Lei nº 10.863, de 29 de abril de 2004.",20
"Institui a Vantagem Pecuniária Especial - VPE, devida aos militares da Polícia Militar do Distrito Federal e do Corpo de Bombeiros Militar do Distrito Federal; altera a distribuição de Quadros, Postos e Graduações dessas Corporações; dispõe sobre a remuneração das Carreiras de Delegado de Polícia do Distrito Federal e de Polícia Civil do Distrito Federal; altera as Leis nºs 7.289, de 18 de dezembro de 1984, 7.479, de 2 de junho de 1986, 10.486, de 4 de julho de 2002, 8.255, de 20 de novembro de 1991, e 9.264, de 7 de fevereiro de 1996, e dá outras providências.",16
Autoriza o Poder Executivo a doar imóveis que menciona.,4
Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 6ª Região.,4
"Altera o § 3º do art. 59 da Lei nº 9.504, de 30 de setembro de 1997, para estabelecer a ordem dos painéis na urna eletrônica.",8
"Dispõe sobre a concessão do benefício de seguro desemprego, durante o período de defeso, ao pescador profissional que exerce a atividade pesqueira de forma artesanal.",6
"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento, Indústria e Comércio Exterior, crédito suplementar no valor de R$ 5.900.000,00, para reforço de dotação constante da Lei Orçamentária vigente.",15
"Dispõe sobre a criação de cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS, destinados ao Ministério da Justiça.",12
"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento e do Desenvolvimento Agrário, crédito suplementar no valor global de R$ 204.000.000,00, para reforço de dotações constantes da Lei Orçamentária vigente.",4
"Altera a redação do § 2º do art. 40 da Lei nº 5.869, de 11 de janeiro de 1973, que institui o Código de Processo Civil.",6
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento e do Desenvolvimento Agrário, crédito suplementar no valor global de R$ 36.828.218,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",4
Cria cargos de provimento efetivo e funções comissionadas no Quadro de Pessoal do Tribunal Regional do Trabalho da 2ª Região e dá outras providências.,22
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Defesa, crédito especial no valor de R$ 10.119.340,00, para os fins que especifica, e dá outras providências.",16
"Abre ao Orçamento Fiscal da União, em favor do Ministério das Cidades, crédito suplementar no valor de R$ 25.832.426,00, para reforço de dotações constantes da Lei Orçamentária vigente.",14
"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito especial no valor de R$ 2.500.000,00, para os fins que especifica, e dá outras providências.",3
"Dispõe sobre a criação da Universidade Federal do Cariri - UFCA, por desmembramento da Universidade Federal do Ceará - UFC, e dá outras providências.",6
"Altera as Leis nºs 9.266, de 15 de março de 1996, que reorganiza as classes da Carreira Policial Federal, fixa a remuneração dos cargos que as integram e dá outras providências, e 9.264, de 7 de fevereiro de 1996.",8
"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Ciência e Tecnologia, da Educação, da Cultura e do Esporte, crédito suplementar no valor global de R$ 250.945.886,00, para reforço de dotações constantes da Lei Orçamentária vigente.",6
"Altera a denominação do Porto de Aratu, no Estado da Bahia, para Porto de Aratu-Candeias.",4
"Altera a Lei nº 11.530, de 24 de outubro de 2007, que institui o Programa Nacional de Segurança Pública com Cidadania - Pronasci.",8
"Dispõe sobre a prestação de auxílio financeiro pela União aos Estados e aos Municípios, no exercício de 2007, com o objetivo de fomentar as exportações do País.",8
"Abre crédito extraordinário, em favor dos Ministérios da Saúde e dos Transportes, no valor global de R$ 2.168.172.000,00 (dois bilhões, cento e sessenta e oito milhões, cento e setenta e dois mil reais), para os fins que especifica.",3
Dispõe sobre a investigação criminal conduzida pelo delegado de polícia.,12
"Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça, crédito especial no valor de R$ 30.000.000,00, para o fim que especifica.",12
"Abre ao Orçamento de Investimento para 2008, em favor de empresas estatais, crédito suplementar no valor total de R$ 314.079.075,00, para os fins que especifica.",15
Dispõe sobre normas gerais de contratação de consórcios públicos e dá outras providências.,9
"Dispõe sobre o benefício do pagamento de meia-entrada para estudantes, idosos, pessoas com deficiência e jovens de 15 a 29 anos comprovadamente carentes em espetáculos artístico-culturais e esportivos, e revoga a Medida Provisória nº 2.208, de 17 de agosto de 2001.",6
"Denomina a BR-363, localizada em Fernando de Noronha, no Estado de Pernambuco, Rodovia Miguel Arraes de Alencar.",4
"Altera o programa Gestão Pública para um Brasil de Todos, constante do Plano Plurianual para o período 2004-2007.",20
"Dispõe sobre o Sistema Nacional de Habitação de Interesse Social - SNHIS, cria o Fundo Nacional de Habitação de Interesse Social - FNHIS e institui o Conselho Gestor do FNHIS.",14
"Abre ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito especial no valor de R$ 69.197.910,00, para os fins que especifica.",10
"Dá nova redação ao art. 334 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal e acrescenta-lhe o art. 334-A.",19
"Regulamenta o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB, de que trata o art. 60 do Ato das Disposições Constitucionais Transitórias; altera a Lei n° 10.195, de 14 de fevereiro de 2001; revoga dispositivos das Leis n°s 9.424, de 24 de dezembro de 1996, 10.880, de 9 de junho de 2004, e 10.845, de 5 de março de 2004; e dá outras providências.",6
Inscreve o nome do Almirante Barroso no Livro dos Heróis da Pátria.,19
"Dispõe sobre a prestação de auxílio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios, no exercício de 2010, com o objetivo de fomentar as exportações do País; altera as Leis nºs 12.087, de 11 de novembro de 2009, 10.260, de 12 de julho de 2001, 8.685, de 20 de julho de 1993, 3.890-A, de 25 de abril de 1961, 10.848, de 15 de março de 2004, 12.111, de 9 de dezembro de 2009, e 12.249, de 11 de junho de 2010; modifica condições para a concessão da subvenção em operações de financiamento de que trata o art. 1º da Lei nº 12.096, de 24 de novembro de 2009; revoga dispositivo da Lei nº 12.096, de 24 de novembro de 2009; e dá outras providências.",19
"Abre ao Orçamento Fiscal da União, em favor do Supremo Tribunal Federal e das Justiças Eleitoral e do Trabalho, crédito suplementar no valor global de R$ 8.461.514,00, para reforço de dotações constantes da Lei Orçamentária vigente.",5
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Judiciário, crédito suplementar no valor global de R$ 14.978.026,00 (quatorze milhões, novecentos e setenta e oito mil e vinte e seis reais), para os fins que especifica.",20
Altera os Programas Gestão da Participação em Organismos Internacionais e Gestão das Políticas de Governo constantes do Plano Plurianual para o período 2004-2007.,20
Dispõe sobre a criação de cargos de provimento efetivo e em comissão no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 19ª Região e dá outras providências.,22
"Altera a Lei nº 9.613, de 3 de março de 1998, para tornar mais eficiente a persecução penal dos crimes de lavagem de dinheiro.",19
"Altera dispositivos da Lei nº 7.831, de 2 de outubro de 1989, que cria o Quadro Complementar de Oficiais do Exército - QCO.",8
"Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça, crédito suplementar no valor global de R$ 22.000.000,00, para reforço de dotações consignadas na Lei Orçamentária vigente, e dá outras providências.",12
"Altera os valores constantes da tabela do Imposto sobre a Renda da Pessoa Física e altera as Leis nºs 11.482, de 31 de maio de 2007, 7.713, de 22 de dezembro de 1988, 9.250, de 26 de dezembro de 1995, 9.656, de 3 de junho de 1998, e 10.480, de 2 de julho de 2002.",15
Institui o Dia Nacional do Empresário Contábil.,15
"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento Agrário, crédito suplementar no valor de R$ 10.000.000,00, para reforço de dotação constante da Lei Orçamentária vigente.",4
"Denomina Viaduto Inspetor Vitorino o viaduto construído no km 637 da BR-104, no Município de Caruaru, Estado de Pernambuco.",4
Dispõe sobre a concessão da aposentadoria especial ao cooperado de cooperativa de trabalho ou de produção e dá outras providências.,5
"Altera a lei nº 12.919, de 24 de dezembro de 2013, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2014.",8
"Estabelece multa em operações de importação, e dá outras providências.",18
Autoriza o Poder Executivo a realizar doação para a reconstrução de Gaza.,19
"Altera as Leis nºs 10.410, de 11 de janeiro de 2002, que cria e disciplina a Carreira de Especialista em Meio Ambiente, e 11.357, de 19 de outubro de 2006, na parte em que dispõe sobre o Plano Especial de Cargos do Ministério do Meio Ambiente e do Instituto Brasileiro do Meio Ambiente - IBAMA; cria o Quadro em Extinção de Combate às Endemias; e autoriza a transformação dos empregos criados pelo art. 15 da Lei nº 11.350, de 5 de outubro de 2006, no cargo de Agente de Combate às Endemias.",19
"Dispõe sobre a criação de cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS, destinados ao Ministério do Desenvolvimento Social e Combate à Fome e à Fundação Nacional do Índio - FUNAI.",6
"Dispõe sobre a autorização para desconto de prestações em folha de pagamento, e dá outras providências.",15
"Altera a Lei nº 6.932, de 7 de julho de 1981, que dispõe sobre as atividades do médico residente, e revoga dispositivos da Lei nº 10.405, de 9 de janeiro de 2002.",6
Institui o Dia Nacional de Conscientização sobre as Mudanças Climáticas.,7
"Dispõe sobre a incidência do imposto sobre a renda nas operações que especifica; altera as Leis nºs 11.478, de 29 de maio de 2007, 6.404, de 15 de dezembro de 1976, 9.430, de 27 de dezembro de 1996, 12.350, de 20 de dezembro de 2010, 11.196, de 21 de novembro de 2005, 8.248, de 23 de outubro de 1991, 9.648, de 27 de maio de 1998, 11.943, de 28 de maio de 2009, 9.808, de 20 de julho de 1999, 10.260, de 12 de julho de 2001, 11.096, de 13 de janeiro de 2005, 11.180, de 23 de setembro de 2005, 11.128, de 28 de junho de 2005, 11.909, de 4 de março de 2009, 11.371, de 28 de novembro de 2006, 12.249, de 11 de junho de 2010, 10.150, de 21 de dezembro de 2000, 10.312, de 27 de novembro de 2001, e 12.058, de 13 de outubro de 2009, e o Decreto- Lei no 288, de 28 de fevereiro de 1967; institui o Regime Especial de Incentivos para o Desenvolvimento de Usinas Nucleares (Renuclear); dispõe sobre medidas tributárias relacionadas ao Plano Nacional de Banda Larga; altera a legislação relativa à isenção do Adicional ao Frete para Renovação da Marinha Mercante (AFRMM); dispõe sobre a extinção do Fundo Nacional de Desenvolvimento; e dá outras providências.",8
"Institui o Dia do Plano Nacional de Educação, acrescentando artigo à Lei nº 10.172, de 9 de janeiro de 2001.",6
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia, da Educação, da Cultura e do Esporte, crédito suplementar no valor global de R$ 765.487.002,00, para reforço de dotações constantes da Lei Orçamentária vigente.",6
"Abre ao Orçamento Fiscal da União, em favor do Ministério do Planejamento, Orçamento e Gestão, crédito especial no valor de R$ 27.146.323,00, para o fim que especifica, e dá outras providências.",20
Altera o Programa Aqüicultura e Pesca do Brasil constante do Plano Plurianual para o período 2004-2007,8
"Autoriza a Fundação Instituto Brasileiro de Geografia e Estatística - IBGE a alienar os imóveis que especifica, localizados em Brasília, Distrito Federal.",4
"Dispõe sobre a reestruturação das carreiras de Especialista do Banco Central do Brasil, de Magistério de Ensino Superior e de Magistério de 1º e 2º Graus e da remuneração dessas carreiras, das Carreiras da Área de Ciência e Tecnologia, da Carreira de Fiscal Federal Agropecuário e dos cargos da área de apoio à fiscalização federal agropecuária; estende a Gratificação de Desempenho de Atividade Técnica de Fiscalização Agro- pecuária - GDATFA aos cargos de Técnico de Laboratório e de Auxiliar de Laboratório do Quadro de Pessoal do Ministério da Agricultura, Pecuária e Abastecimento; cria a Gratificação de Desempenho de Atividade de Execução e Apoio Técnico à Auditoria no Departamento Nacional de Auditoria do Sistema Único de Saúde - GDASUS; e dá outras providências.",8
Institui o Dia Nacional do Conselheiro Tutelar.,13
"Abre ao Orçamento Fiscal da União, em favor da Presidência da República, crédito suplementar no valor de R$ 2.000.000,00, para reforço de dotações constantes da Lei Orçamentária vigente.",20
"Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, no valor global de R$ 1.429.428.268,00, para os fins que especifica.",20
"Acrescenta art. 442-A à Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto- Lei nº 5.452, de 1º de maio de 1943, impedindo a exigência de comprovação de experiência prévia por tempo superior a 6 (seis) meses.",5
"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor R$ 489.256.916,00, para reforço de dotações constantes da Lei Orçamentária vigente.",12
"Altera a Lei nº 8.080, de 19 de setembro de 1990, para garantir às parturientes o direito à presença de acompanhante durante o trabalho de parto, parto e pós-parto imediato, no âmbito do Sistema Único de Saúde - SUS.",6
"Denomina Ponte José Vieira de Sales Guerra a ponte sobre o rio Branco, na BR-174, no Município de Caracaraí, no Estado de Roraima.",22
Dispõe sobre a criação de 1 (uma) Vara do Trabalho na jurisdição do Tribunal Regional do Trabalho da 23ª Região e dá outras providências.,22
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Previdência Social e do Trabalho e Emprego, crédito suplementar no valor global de R$ 41.816.719,00, para reforço de dotações constantes da Lei Orçamentária vigente.",5
Concede auxílio especial e bolsa especial aos dependentes dos militares das Forças Armadas falecidos no terremoto de janeiro de 2010 na República do Haiti.,19
"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento, Indústria e Comércio Exterior, crédito especial no valor de R$ 515.000,00, para o fim que especifica.",8
Autoriza o Banco Central do Brasil a doar ao Estado de Pernambuco o imóvel que especifica.,4
"Abre crédito extraordinário, em favor dos Ministérios do Meio Ambiente, da Defesa e da Integração Nacional, no valor de R$ 12.000.000,00, para os fins que especifica.",7
"Fixa o limite máximo de chumbo permitido na fabricação de tintas imobiliárias e de uso infantil e escolar, vernizes e materiais similares e dá outras providências.",4
"Altera a Lei nº 10.933, de 11 de agosto de 2004, que dispõe sobre o Plano Plurianual para o período 2004/2007.",20
"Abre ao Orçamento de Investimento para 2006, em favor da Empresa Brasileira de Infra-Estrutura Aeroportuária - INFRAERO, crédito suplementar no valor total de R$ 243.231.016,00, para os fins que especifica.",8
"Reabre o prazo de opção para integrar a Carreira da Previdência, da Saúde e do Trabalho, de que trata o § 1º do art. 2º da Lei nº 11.355, de 19 de outubro de 2006, e altera o Anexo II da Lei nº 11.358, de 19 de outubro de 2006, de modo a aumentar o subsídio da Carreira Policial Federal.",5
"Acrescenta § 5º ao art. 32 da Lei nº 9.394, de 20 de dezembro de 1996, para incluir conteúdo que trate dos direitos das crianças e dos adolescentes no currículo do ensino fundamental.",6
INSTITUI O DIA 17 DE OUTUBRO COMO O DIA NACIONAL DA MUSICA POPULAR BRASILEIRA.,23
"Altera as Leis nºs 10.355, de 26 de dezembro de 2001, 10.855, de 1º de abril de 2004, 8.112, de 11 de dezembro de 1990, 11.457, de 16 de março de 2007, 10.910, de 15 de julho de 2004, 10.826, de 22 de dezembro de 2003, 11.171, de 2 de setembro de 2005, e 11.233, de 22 de dezembro de 2005; revoga dispositivos das Leis nºs 11.302, de 10 de maio de 2006, 10.997, de 15 de dezembro de 2004, 8.212, de 24 de julho de 1991, 9.317, de 5 de dezembro de 1996, 10.593, de 6 de dezembro de 2002, 11.098, de 13 de janeiro de 2005, 11.080, de 30 de dezembro de 2004; e dá outras providências.",19
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Educação, dos Transportes e da Cultura, crédito especial no valor global de R$ 17.068.001,00, para os fins que especifica.",6
"Altera os arts. 1º, 4º e 5º da Lei nº 7.347, de 24 de julho de 1985, para incluir, entre as finalidades da ação civil pública, a proteção do patrimônio público e social.",7
Denomina Rodovia Francisco Gouveia Leite o trecho da BR-210.,9
"Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.",6
"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Previdência Social, do Trabalho e Emprego e do Desenvolvimento Social e Combate à Fome, crédito suplementar no valor global de R$ 246.766.806,00, para reforço de dotações constantes da Lei Orçamentária vigente.",6
"Altera dispositivos da Medida Provisória nº 2.229-43, de 6 de setembro de 2001, que dispõe sobre a criação, reestruturação e organização de carreiras, cargos e funções comissionadas técnicas no âmbito da Administração Pública Federal direta, autárquica e fundacional; da Lei nº 8.691, de 28 de julho de 1993, que dispõe sobre o Plano de Carreiras para a área de Ciência e Tecnologia da Administração Federal Direta, das Autarquias e das Fundações Federais; da Lei nº 8.112, de 11 de dezembro de 1990, que dispõe sobre o regime jurídico dos servidores públicos civis da União, das autarquias e das fundações públicas federais; da Lei nº 9.650, de 27 de maio de 1998, que dispõe sobre o Plano de Carreira dos servidores do Banco Central do Brasil; da Lei nº 10.768, de 19 de novembro de 2003, que dispõe sobre o Quadro de Pessoal da Agência Nacional de Águas - ANA; e da Lei nº&nbsp;10.871, de 20 de maio de 2004, que dispõe sobre a criação de carreiras e organização de cargos efetivos das autarquias especiais denominadas Agências Reguladoras; e dá outras providências.",8
Dispõe sobre a criação de funções comissionadas no Quadro de Pessoal do Tribunal Regional do Trabalho da 15ª Região e dá outras providências.,4
"Abre ao Orçamento Fiscal da União, em favor da Justiça Federal, crédito especial no valor de R$ 6.652.000,00, para os fins que especifica, e dá outras providências.",11
"Altera a legislação tributária federal relativa ao parcelamento ordinário de débitos tributários; concede remissão nos casos em que especifica; institui regime tributário de transição, alterando o Decreto nº 70.235, de 6 de março de 1972, as Leis nºs 8.212, de 24 de julho de 1991, 8.213, de 24 de julho de 1991, 8.218, de 29 de agosto de 1991, 9.249, de 26 de dezembro de 1995, 9.430, de 27 de dezembro de 1996, 9.469, de 10 de julho de 1997, 9.532, de 10 de dezembro de 1997, 10.426, de 24 de abril de 2002, 10.480, de 2 de julho de 2002, 10.522, de 19 de julho de 2002, 10.887, de 18 de junho de 2004, e 6.404, de 15 de dezembro de 1976, o Decreto-Lei nº 1.598, de 26 de dezembro de 1977, e as Leis nºs 8.981, de 20 de janeiro de 1995, 10.925, de 23 de julho de 2004, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 11.116, de 18 de maio de 2005, 11.732, de 30 de junho de 2008, 10.260, de 12 de julho de 2001, 9.873, de 23 de novembro de 1999, 11.171, de 2 de setembro de 2005, 11.345, de 14 de setembro de 2006; prorroga a vigência da Lei nº 8.989, de 24 de fevereiro de 1995; revoga dispositivos das Leis nºs 8.383, de 30 de dezembro de 1991, e 8.620, de 5 de janeiro de 1993, do Decreto-Lei nº 73, de 21 de novembro de 1966, das Leis nºs 10.190, de 14 de fevereiro de 2001, 9.718, de 27 de novembro de 1998, e 6.938, de 31 de agosto de 1981, 9.964, de 10 de abril de 2000, e, a partir da instalação do Conselho Administrativo de Recursos Fiscais, os Decretos nºs 83.304, de 28 de março de 1979, e 89.892, de 2 de julho de 1984, e o art. 112 da Lei nº 11.196, de 21 de novembro de 2005; e dá outras providências.",8
Institui o Dia Nacional da Silvicultura.,4
"Dispõe sobre a criação de cargos de Membro, criação de Cargos Efetivos, criação e transformação de Funções Comissionadas no âmbito do Ministério Público da União, e a criação e transformação de Procuradorias da República em Municípios no âmbito do Ministério Público Federal, e criação de Ofícios no âmbito do Ministério Público do Trabalho, e dá outras providências.",22
"Dispõe sobre o reajustamento dos valores dos soldos dos militares das Forças Armadas, e dá outras providências.",16
