text,annotation
Deer (Amendment) (Scotland) Act 1982 c. 19. An Act to amend the Deer (Scotland) Act 1959 and certain related enactments,0
Endangered Species (Import and Export) Act 1976 c. 72. ,1
Coal Consumers' Councils (Northern Irish Interests) Act 1962 c. 22. An Act to provide for the appointment to the Industrial Coal Consumers' Council and the Domestic Coal Consumers' Council of persons to represent Northern Irish interests,0
Uganda Act 1964 c. 20. An Act to make provision as to the operation of the law in relation to Uganda as a Commonwealth Country not within Her Majesty's dominions,0
Insolvency Act 1976 c. 60. An Act to amend the law relating to insolvency; and for connected purposes,0
"Rating and Valuation (Air-Raid Works) (Scotland) Act, 1938 c. 66. An Act to provide for relief from rates in respect of air-raid protection works in Scotland",0
Limitation Amendment Act 1980 c. 24. An Act to amend the law with respect to the limitation of actions and arbitrations and with respect to the liability of a debtor who becomes his creditor's executor by representation or administrator ,0
Waste and Emissions Trading Act 2003 c. 33. An Act to make provision about waste and about penalties for non-compliance with schemes for the trading of emissions quotas.,1
"Exchange Equalisation Account Act, 1937 c. 41. An Act to increase to five hundred and fifty million pounds the aggregate amount which may be issued to the, Exchange Equalisation Account out of the Consolidated Fund",0
"Special Areas Reconstruction (Agreement) Act, 1936 c. 19. An Act to authorise the Treasury to make an agreement with a company to be incorporated by the name of the Special Areas Reconstruction Association Limited and to make payments to the company in accordance with that agreement; and for purposes connected with the matters aforesaid.",0
Airports Authority Act 1972 c. 8. An Act to increase the statutory limit on the amounts outstanding in respect of borrowings by the British Airports Authority and to enable the Authority to borrow money in currencies other than sterling,0
"Crossbows Act 1987 c. 32. An Act to create offences relating to the sale and letting on hire of crossbows to, and the purchase, hiring and possession of crossbows by, persons under the age of seventeen; and for connected purposes.",0
"Merchant Shipping (Scottish Fishing Boats) Act 1920 c. 39. An Act to provide for the extension to Scotland of Part IV. of the Merchant Shipping Act, 1894",0
Northern Ireland Act 2006 c.17. An Act to make provision for preparations for the restoration of devolved government in Northern Ireland and for the selection of persons to be Ministers on such restoration; to make provision as to the consequences of selecting or not selecting such persons; and for connected purposes.,0
"Air Navigation Act, 1947 c. 18. An Act to provide for giving effect to a Convention on International Civil Aviation signed at Chicago on the seventh day of December, nineteen hundred and forty-four, and to make further provision for the regulation of air navigation; to provide for giving effect to certain provisions of an Interim Agreement on International Civil Aviation so signed; and for purposes connected with the matters aforesaid.",0
Nuclear Installations (Amendment) Act 1965 c. 6. An Act to make new provision in place of or amend certain provisions of the Nuclear Installations (Licensing and Insurance) Act 1959 so as to give effect to certain international agreements; to make other amendments to that Act; and for connected purposes,1
Independent Broadcasting Authority Act 1978 c. 43. An Act to extend until 31st December 1981 the period during which television and local sound broadcasting services are to be provided by the Independent Broadcasting Authority and to exclude section 4(2) and (5) of the Independent Broadcasting Authority Act 1973 in relation to proceedings in Parliament and proceedings of local authorities and committees and joint committees of local authorities,0
"Gaming Act 1922 c. 19. An Act to repeal section two of the Gaming Act, 1835",0
"Electricity (Supply) Act, 1933 c. 46. An Act to amend section sixteen of the Electricity (Supply) Act, 1919, and section twenty-one of the Electricity (Supply) Act, 1922",0
Hydro-Electric Development (Scotland) Act 1943 c. 32. An Act to provide for the establishment of a Board for the development of supplies of electricity in the North of Scotland; to authorise the Board to generate and supply electricity and for purposes connected with the matters aforesaid,1
Licensing (Amendment) Act 1980 c. 40. An Act to amend the Licensing Act 1964 in relation to special hours certificates and the extension of existing on-licences to additional types of liquor,0
"High Court and County Court Judges Act, 1950 c. 4. An Act to provide for increasing the number of puisne judges of the High Court and the number of judges of county courts",0
Birds (Registration Charges) Act 1997 (c. 55). An Act to make provision (including provision having retrospective effect) authorising the Secretary of State to impose charges in respect of registrations effected in accordance with regulations under section 6(2) or 7(1) of the Wildlife and Countryside Act 1981.,0
"Employment Medical Advisory Service Act 1972 c. 28. An act to provide for the establishment by the Secretary of State of an employment medical advisory service, to amend the Factories Act 1961 in relation to medical arrangements and related matters and in relation to the obstruction of inspectors, and for purposes connected therewith",0
Films Act 1970 c. 26. An Act to amend the enactments relating to the financing and exhibition of films.,0
"Army and Air Force (Annual) Act, 1925 c. 25. An Act to provide, during Twelve Months, for the Discipline and Regulation of the Army and Air Force.",0
Succession (Scotland) Act 1973 c. 25. An Act to increase the amounts of the sums payable to a surviving spouse under sections 8 and 9 of the Succession (Scotland) Act 1964 and to empower the Secretary of State by order further to increase such amounts,0
"Pilotage Act, 1913 c. 31. An Act to consolidate and amend the Law relating to Pilotage",0
"Pacific Cable Act, 1927 c. 9. An Act to consolidate with amendments the Pacific Cable Acts, 1901 to 1924.",0
Gaming (Amendment) Act 1982 c. 22. An Act to amend the law with respect to the times of year at which applications may be made relating to the licensing of premises or the registration of clubs or institutes under section 10 of the Gaming Act 1845 or Part II of the Gaming Act 1968 and otherwise with respect to the procedure to be followed in connection with such applications; to empower the Secretary of State to make provision by order as to the fees payable in connection with licences under the said section 10; and to repeal certain spent or obsolete enactments relating to the matters aforesaid,0
"West Indian Islands (Telegraph) Act, 1924 c. 14. An Act to make provision for the establishment and working of a system of submarine cables and wireless telegraph stations in the West Indian Islands and British Guiana.",0
"Cotton Industry (Reorganisation) (Postponement)) Act 1939 c. 116. An Act to postpone the operation of the Cotton Industry (Reorganisation) Act, 1939",0
"Expiring Laws Continuance Act, 1940 c. 2. An Act to continue certain expiring laws.",0
"Northern Ireland Arms Decommissioning Act 1997 (c. 7). An Act to make provision connected with Northern Ireland about the decommissioning of firearms, ammunition and explosives; and for connected purposes.",0
"Armed Forces (Housing Loans) Act, 1949 c. 77. An Act to provide money for the provision of housing accommodation in Great Britain for married persons serving in, or employed in connection with, the armed forces of the Crown, and for purposes connected therewith",0
"Post Office Act 1969 c. 48. An Act to abolish the office of master of the Post Office, distribute the business conducted by the holder thereof amongst authorities constituted for the purpose and make provision consequential on the abolition of that office and the distribution of the business so conducted; to amend, replace or repeal certain provisions of the enactments relating to posts, telegraphs and savings banks; to amend the law relating to stamp duty; and to empower the Treasury to dispose of their interest in the shares of Cable and Wireless Limited",0
"Malta Independence Act 1964 c. 86. An Act to make provision for, and in connection with, the attainment by Malta of fully responsible status within the Commonwealth",0
"Representation of the People Act, 1945 c. 5. An Act to amend the law relating to parliamentary and local government franchises, and the registration of parliamentary and local government electors, to provide for the resumption of local elections, and otherwise to amend the law relating to parliamentary and local government elections, including the redistribution of seats at parliamentary elections",0
"Revision of the Army and Air Force Acts (Transitional Provisions) Act, 1955 c. 20. An Act to continue the Army and Air Force Acts until the appointed day, and to make, with respect to the replacement thereof by new provisions, certain transitional provisions and savings and amendments of other enactments relating to those Acts or otherwise to the armed forces of the Crown; to make permanent certain provisions contained in the said Acts; and to repeal certain enactments relating to the armed forces of the Crown which are rendered unnecessary by the expiry of those Acts or are otherwise obsolete",0
"Homicide Act, 1957 c. 11. An Act to make for England and Wales (and for courts-martial wherever sitting) amendments of the law relating to homicide and the trial and punishment of murder, and for Scotland amendments of the law relating to the trial and punishment of murder and attempts to murder",0
Water Industry Act 1999 (c. 9). An Act to make further provision in relation to England and Wales as to charges in respect of the supply of water and the provision of sewerage services and to make provision in relation to Scotland for the establishment and functions of a Water Industry Commissioner for Scotland; and for connected purposes.,1
"Profits Tax Act, 1949 c. 64. An Act to increase the profits tax payable on distributed profits and sums treated as such",0
Perpetuities and Accumulations Act 2009. An Act to amend the law relating to the avoidance of future interests on grounds of remoteness and the law relating to accumulations of income.,0
Consolidated Fund (No. 3) Act 1985 c. 74. An Act to apply certain sums out of the Consolidated Fund to the service of the years ending on 31st March 1986 and 1987.,0
"National Health Service (Vocational Training) Act 1976c. 59. An Act to require medical practitioners seeking to provide general medical services under the National Health Service Act 1946 or the National Health Service (Scotland) Act 1947 to be suitably experienced, and for connected purposes",0
Bankruptcy (Scotland) Act 1985 c. 66. An Act to reform the law of Scotland relating to sequestration and personal insolvency; and for connected purposes.,0
"National Health Insurance Act (Amendment) Act, 1937 c. 24. An Act to amend the description of the persons with whom arrangements may be made under the National Health Insurance Act, 1936, for the dispensing of medicines",0
Superannuation Act 2010. An Act to make provision for and in connection with limiting the value of the benefits which may be provided under so much of any scheme under section 1 of the Superannuation Act 1972 as provides by virtue of section 2(2) of that Act for benefits to be provided by way of compensation to or in respect of persons who suffer loss of office or employment; and to make provision about the procedure for modifying such a scheme.,0
Arbitration Act 1996 (c. 23). An Act to restate and improve the law relating to arbitration pursuant to an arbitration agreement; to make other provision relating to arbitration and arbitration awards; and for connected purposes.,0
"Hydro-Electric Development (Scotland) Act, 1952 c. 22. An Act to extend the borrowing powers of the North of Scotland Hydro-Electric Board",1
"Agriculture (Miscellaneous Provisions) Act 1963 c. 11. An Act to make further provision as to grants and contributions for agricultural and certain horticultural purposes and otherwise to amend the law relating to agriculture, agricultural produce and agricultural land; to provide for the purchase by the Sugar Board of sugar from the Republic of Ireland; to make new provision as to the charging of certain fees; and for purposes connected with those matters",0
"Crown Agents Act 1995 (c.24). An Act to provide for the vesting of the property, rights and liabilities of the Crown Agents in a company nominated by the Secretary of State and for the subsequent dissolution of the Crown Agents; and for connected purposes.",0
Contracts (Rights of Third Parties) Act 1999 (c. 31). An Act to make provision for the enforcement of contractual terms by third parties.,0
"Rural Water Supplies and Sewerage (No. 2) Act, 1955 c. 15. An Act to increase the limit on the contributions out of moneys provided by Parliament which may be made under section one of the Rural Water Supplies and Sewerage Act, 1944",1
Energy Conservation Act 1996 (c. 38). An Act to make further provisions for energy conservation; and for related purposes.,1
"Friendly Societies Act, 1916 c. 54. An Act to amend the Law relating to Friendly Societies for purposes connected with the present War",0
Licensing (Scotland) Act 1976 c. 66. An Act to make provision as respects the licensing law of Scotland; and for connected purposes,0
"Shops (Early Closing) Act, 1920 c. 58. An Act to continue temporarily and give effect to certain orders relating to the early closing of shops and for purposes connected therewith",0
Rural Water Supplies and Sewerage Act 1965 c. 80. An Act to increase the limit on the contributions out of moneys provided by Parliament which may be made under section 1 of the Rural Water Supplies and Sewerage Act 1944,1
"State Hospitals (Scotland) Act 1994 (c.16). An Act to amend the National Health Service (Scotland) Act 1978 and the Mental Health (Scotland) Act 1984 in relation to the provision, control and management of state hospitals in Scotland.",0
Interest on Damages (Scotland) Act 1971 c. 31. An Act to amend the Interest on Damages (Scotland) Act 1958 by extending the power of the courts to order payment of interest on damages,0
Bus Fuel Grants Act 1966 c. 46. An Act to extend section 92 of the Finance Act 1965 so as to enable grants to be made under that section in respect of surcharges under section 9 of the Finance Act 1961 on customs and excise duties charged on fuel used in operating stage carriage services and to enable provision to be made in Northern Ireland for similar purposes,1
"Water Industry Act 1991 (c.56). An Act to consolidate enactments relating to the supply of water and the provision of sewerage services, with amendments to give effect to recommendations of the Law Commission.",1
"Water Act, 1945 c. 42. An Act to make provision for the conservation and use of water resources and for water supplies and for purposes connected therewith",1
Cinematograph (Amendment) Act 1982 c. 33. An Act to extend and amend the Cinematograph Acts 1909 and 1952,0
"Family Allowances and National Insurance Act 1968 c. 40. An Act to increase family allowances under the Family Allowances Act 1965 and make related adjustments of certain benefits under the National Insurance Act 1965 or the National Insurance (Industrial Injuries) Act 1965, and for connected purposes",0
Petroleum Act 1987 c. 12. An Act to make provision in respect of the abandonment of offshore installations and submarine pipe-lines and in respect of safety zones around offshore installations; to amend the Petroleum (Production) Act 1934 and to make provision in respect of licences under that Act; to amend the law relating to pipe-lines; to repeal sections 34 to 39 of the Petroleum and Submarine Pipe-lines Act 1975; and for connected purposes.,1
Expiring Laws Continuance Act 1963 c. 58. An Act to continue certain expiring laws.,0
"Education Act 1968 c. 17. An Act to amend the law as to the effect of and procedure for making changes in the character, size or situation of county schools or voluntary schools to enable special age limits to be adopted for existing as well as for new schools, and to make certain other amendments as to the approval or provision of school premises; and for purposes connected therewith",0
Supply and Appropriation (Main Estimates) Act 2011. An Act to authorise the use of resources for the year ending with 31 March 2012; to authorise both the issue of sums out of the Consolidated Fund and the application of income for that year; and to appropriate the supply authorised for that year by this Act and by the Consolidated Fund Act 2010.,0
"Mental Deficiency and Lunacy (Amendment) Act, 1919 c. 85. An Act to remove the limit imposed by section forty-seven of the Mental Deficiency Act, 1913, and by section thirty-seven of the Mental Deficiency and Lunacy (Scotland) Act, 1913, on the contributions which may be made by the Treasury under those sections, and to extend the powers of district boards of control in Scotland to borrow money",0
"Colonial Loans Act, 1949 c. 50. An Act to authorise the Treasury to guarantee certain loans by the International Bank for Reconstruction and Development to the Governments of colonial territories",0
"National Insurance Act, 1911 c. 55. An Act to provide for Insurance against Loss of Health and for the Prevention and Cure of Sickness and for Insurance against Unemployment, and for purposes incidental thereto",0
Supplementary Benefits Act 1976 c. 71. An Act to consolidate the Supplementary Benefit Acts 1966 to 1975 and related enactments,0
"Deposit of Poisonous Waste Act 1972 c. 21. An Act to penalise the depositing on land of poisonous, noxious or polluting waste so as to give rise to an environmental hazard, and to make offenders liable for any resultant damage; to require the giving of notices in connection with the removal and deposit of waste; and for connected purposes",1
"Navy, Army and Air Force Reserves Act, 1954 c. 10. An Act to make further provision for the liability to be recalled to service of certain persons who have served in the armed forces of the Crown and for purposes connected with the matter aforesaid",0
"Coal Industry Act 1990 (c.3). An Act to make new provision with respect to grants by the Secretary of State to the British Coal Corporation and further provision with respect to grants and loans under existing powers; and to make provision as to the licensing of coal working, searching and boring and the preservation of amenity in connection with opencast coal working.",1
"Coal Mines (Decontrol) Act 1921 c. 6. An Act to curtail the duration of and amend the Coal Mines (Emergency) Act, 1920, and for purposes connected therewith",0
Appropriation Act 2010. An Act to authorise the use of resources for the service of the years ending with 31 March 2009 and 31 March 2010 and to apply certain sums out of the Consolidated Fund to the service of the year ending with 31 March 2010; and to appropriate the supply authorised in this Session of Parliament for the service of the years ending with 31 March 2009 and 31 March 2010.,0
"Increase of Rent, &c. (Amendment) Act, 1918 c. 7. An Act to restrict the meaning of the expression landlord in subsection (3) of section one of the Increase of Rent and Mortgage Interest (War Restrictions) Act, 1915",0
Electronic Communications Act 2000 (c.7). An Act to make provision to facilitate the use of electronic communications and electronic data storage; to make provision about the modification of licences granted under section 7 of the Telecommunications Act 1984; and for connected purposes.,0
"Coal Mines Act, 1932 c. 29. An Act to continue Part I of the Coal Mines Act, 1930, and section one of the Coal Mines Act, 1931",0
