text,annotation
"Forslag til lov om ændring af lov om banker og sparekasser m.v. (Koncernregler, virksomhedsområde for Finansieringsinstituttet for Industri og Håndværk m.v.).",15
Forslag til lov om ændring af afskrivningsloven mv. (afskrivning med dobbelte satser på nyanskaffede aktiver i erhvervszoner).,15
Forslag til lov om ændring af lov om registreringsafgift af motorkøretøjer m.v. og lov om vægtafgift af motorkøretøjer m.v.,15
forslag til lov om ændring af lov om frikommuner,14
Forslag til lov om ændring af lov om statstilskud til energibesparelser m.v. i erhvervsvirksomheder. (Forhøjelse af tilskudsprocenten for små og mellemstore virksomheder m.v.).,15
"Forslag til lov om ændring af lov om fremskaffelse og anvendelse af humant blod og blodprodukter til lægemiddelformål m.v., lov om lægemidler og lov om offentlig sygesikring. (Nedlæggelse af visse råd og nævn på det sundhedsmæssige område).",17
forslag til lov om ændring af lov om indkomstbeskatning af aktieselskaber m.v.),15
Forslag til lov om visse personalemæssige spørgsmål i forbindelse med Grønlands Selvstyres overtagelse af sagsområder.,19
forslag til lov om frø og planter,13
Forslag til lov om ændring af lov om jordbrugets anvendelse af gødning og om plantedække. (Regulering af kvælstofkvoten og indberetning af plantedække m.v.).,14
"Forslag til lov om ændring af lov om kommunernes styrelse og lov om regioner og om nedlæggelse af amtskommunerne, Hovedstadens Udviklingsråd og Hovedstadens Sygehusfællesskab (regionsloven). (Kommunal kvalitetskontrakt, borgerrådgivere m.v.).",10
Forslag til lov om massemediernes informationsdatabaser.,17
Forslag til lov om folkeskolen,6
Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for voldtægt).,12
Forslag til lov om ændring af valgretsalderen til folketinget,13
Finanslov for finansåret 1. april 1972 - 31. marts 1973,10
forslag til lov om privatfinansieret fast storebæltsforbindelse,15
Forslag til lov om ændring af toldloven og merværdiafgiftsloven (momsloven).(afkortning af kredittider).,12
Lov om ændring af lov om vandforsyning og lov om offentlige veje,14
Forslag til lov om pligtige lagre af mineralolie og mineralolieprodukter,15
Forslag til lov om Grønlands Selvstyre.,19
Lov om Dronning Margrethe den Andens civilliste,12
Lov om markedsføring,15
Forslag til lov om fordeling af skattenedslag mellem staten og kommunerne som følge af personskattelovens skatteloft.,15
forslag til lov om ændring af lov om  social bistand (indførelse af plejevederlag m.v. ved pasning af døende),13
Lov om ændringer i lov om kreditforeninger.,15
Forslag til lov om ændring af tinglysningsloven.,10
Lov om ændring af lov om særlig indkomstskat m.v. (familieoverdragelse af landbrugsejendomme),15
forslag til lov om ophævelse af lov om udfærdigelse af nye telefonkoncessioner m.m. og lov om udfærdigelse af koncession på anlæg og drift af telefoner i jylland m.m.,15
Normeringslov for finansåret 1955-56.,20
Forslag til lov om ændring af lov om beskatning til kommunerne af faste ejendomme (Loft over grundskyldpromillen),15
Om ændring af færdselsloven og pasloven,10
Forslag til lov om ophævelse af lov om godtgørelse vedrørende erhvervsvirksomheders udgifter til administration af skatter og afgifter.,15
Forslag til lov om ændring af lov om menighedsård,13
Forslag til lov om ændring af lov om behandling af personoplysninger. (Gennemførelse af EU-rammeafgørelse om beskyttelse af personoplysninger i forbindelse med politisamarbejde og retligt samarbejde i kriminalsager).,19
Forslag til lov om ændring af lov om arbejdsmarkedsuddannelsescentre. (Sammenlægning af AMU-centre m.m.).,5
Forslag til lov om ændring af lov om biblioteksafgift. (Indførelse af biblioteksafgift for e-bøger og netlydbøger og ændring af biblioteksafgiftens undergrænse m.v.).,14
Forslag til lov om ændring af næringsloven.,15
forslag til lov om ophævelse af lov om lokalradiofonden m.v.,10
Lov om vandforsyning,14
forslag til lov om ændring af lov om bygnings- og boligregistrering,14
Om ændring af offshoresikkerhedsloven,16
Lov om ændring i lov om invalidepension m.v.,13
Lov om ændring af lov om pension til statens tjenestemænd m.v. i Grønland. (Bestemmelser om pension til kommunernes tjenestemænd m.v. i Grønland).,13
"Forslag til lov om ændring af forskellige skattelove. (Rentebeskatningsdirektivet, rente/royaltydirektivet, koncerninterne lån, fraflytterbeskatning, omregning til helårsindkomst, bruttobeskattede personer).",15
forslag til lov om ændringer i lov om folkeforsikring of lov om offentlig forsorg.,13
Forslag til lov om ændring af pensionering af civile personal i forsvaret,19
Forslag til lov om udbud af ungdomsuddannelser i udlandet.,13
Forslag til lov om ændring af lov om offentlige sygesikring (omlægning af medicintilskud til visse lægemidler).,12
Forslag til finanslov for finansåret 2011.,1
Lov om ændring af lov for Færøerne om den offentlige sygesikring,13
"Forslag til lov om ændring af lov om registreret partnerskab, lov om en børnefamilieydelse og lov om børnetilskud og forskudsvis udbetaling af børnebidrag. (Udvidet adgang for registrerede partnere til adoption og overførsel af forældremyndighed m.v.).",19
lov om årpenge for tronfølgeren prinsesse Margrethe.,19
Lov om ændring af merværdiafgiftsloven,10
forslag til Lov om ændring af valgretsalderen til folketinget,19
Lov om forskellige forbrugsafgifter.,15
Lov om ændring af lov for Grønland om kommuneskat,15
lov om ændring i færdselsloven.,10
Lov om ophævelse af lov om kommunale beskæftigesudvalg,15
"Forslag til lov om ændring af lov om anvendelse af Det Europæiske Fællesskabs forordning om foranstaltninger med henblik på at forbyde overgang til fri omsætning, udførsel, genudførsel og henførsel un",19
Forslag til lov om ændring af lov om social service og lov om hjemmesygeplejerskeordninger. (Indførelse af en grundtakstmodel for visse sociale serviceydelser i stedet for delt finansiering).,13
"Om ændring af lov om statens uddannelsesstøtte og lov om befordringsrabat til studerende ved videregående uddannelser (justering af betingelserne for udenlandske statsborgeres ret til statens uddannelsesstøtte (SU), SU uden for klippekortet til visse studieforberedende kurser på gymnasialt niveau efter fuldført gymnasial uddannelse og forenkling af rabatordning)",13
"Forslag til lov om ændring af færdselsloven. (Forbud mod visse konstruktive ændringer af køretøjer, tilladelse til påhængsvogn til stor knallert og venstregående sidevogn til veteranmotorcykel).",15
Lov om ændring af lov om opkrævning af indkomst- og formueskat for personer m.v.,13
"Forslag til lov om ændring af lov om social service. (Pligt til at tilbyde handleplaner, etablering af døgntilbud til børn og unge og netværksstøtte til unge kriminelle m.v.).",13
Lov om forskningsråd og planlægningsrådet for forskningen,17
Lov om optagelse af statslån i udlandet.,19
Lov om ændring af lov om restaurations- og hotelvirksomhed mv.,15
Forslag til lov om ændring af lov om statstilskud til forbedringsarbejder mv. i helårsboliger og fritidsboliger (reduceret tilskudsmunligheder).,14
Forslag til lov om ændring af lov om valg til folketinget,20
Lov om ændring af lov om Arbejdsgivernes Elevrefusioner (ændrede regler om bidragsfastsættelse).,5
Forslag til lov om børnetilskud mv.,13
Lov om pris- og avancestop,15
Om ændring af lov om arbejdsskadeerstatning (fastsættelse af erstatning for tab af erhvervsevne til personer i fleksjob),5
Forslag til lov om orlovsydelse til uddannelser.,13
Lov om skattefri virksomhedsomdannelse,15
"Forslag til lov om ændring af lov om forsikringsaftaler. (Beskyttelse af forsikringstager i visse tilfælde, hvor det senere viser sig, at forsikringstageren var syg, da en forsikring mod sygdom blev t",17
Forslag til lov om ændring af lov om film.,17
Forslag til lov om personlig assistance til handicappede i erhverv.,13
"Forslag til lov om ændring af lov om folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler. (Visse tilskud og kommunal elevstøtte på kurser på ungdomshøjskoler).",13
Forslag til lov om ændring af lov om private bidrag til politiske partier og offentliggørelse af politiske partiers årsregnskaber.,19
Forslag til lov om administration af tilskud fra den europæiske socialfond,13
forslag til lov om ændring af lov om forbud mod handel med den sydafrikanske republik,18
Lov om ændring af lov om Den kgl. Grønlanske Handel.,15
"Forslag til lov om ændring af retsplejeloven, lov om EF-domskonventionen mv., lov om anerkendelse og fuldbyrdelse af nordiske afgørelser om privatretlige krav (tiltrædels af San Sebastiankonventionen",19
Forslag til lov om ændring af lov om jobskabelse.,15
"Forslag til lov om ændring af lov om biblioteksafgift. (Gradueret skala ved udbetaling af biblioteksafgift, skolebibliotekernes bestandsindberetninger m.v.).",16
lov om udlån til arbejderboliger på landet.,13
Tonnageloven,15
forslag til lov om ændring af lov om dsb rederi a/s,15
forslag til lov om ændring af lov om godskørsel,19
"Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser, lov om godtgørelse ved deltagelse i erhvervsrettet voksen- og efteruddannelse og lov om bestyrelse af Arbejdsmarkedets UddannelsesFinans",5
Lov om ændring i lov om beskaftigelse og uddannelse af unge,13
Forslag til lov om ændring af retsplejeloven,20
"Forslag til lov om ændring af selskabsloven og lov om ændring af årsregnskabsloven, lov om finansiel virksomhed og forskellige andre love. (Ændring af bestemmelser om ikrafttræden).",15
"Om ændring af tinglysningsloven, konkursloven og andre love",12
Lov om ændring af lov om  erhvervsskattens afløsning i visse kommuner m.v.,15
Forslag til lov om tilskud til Grønlands hjemmestyre,19
Forslag til lov om ændring af lov om afgift af affald og råstoffer.,14
Forslag til lov om investeringsforeninger m.v.,15
"Forslag til lov om ændring af lov om erstatningsansvar, lov om erstatning fra staten til ofre for forbrydelser og lov om afgift af ansvarsforsikringer for motorkøretøjer m.v. (Revision af regler om er",10
"Forslag til lov om fond til investeringer i vækstmarkeder m,v,",15
lov om tilskud af statskassen til ny carlsberg glyptotek.,14
Forslag til lov om ændring i lov om tipning.,10
lov om anlæg af en statshavn på rømø.,14
Forslag til lov om ændring af lov om valg til Folketinget. (Indførelse af prioriteret sideordnet opstilling).,12
Forslag til lov om ændring af lov om kommunal aktivering.,20
forslag til lov om ændring af lov om arbejdsmiljø,5
Forslag til lov om ændring af forskellige skattelove,15
forslag til lov om ændring af forskellige skattelove (succession ved familieoverdragelse),15
forslag til lov om centre for undervisningsmidler m.v.,15
forslag til lov om ændring af lov om individuel boligstøtte,14
Om ændring af lov om varsling m.v. i forbindelse med afskedigelser af større omfang og lov om en aktiv beskæftigelsesindsats,10
forslag til lov om ændring af lov om arbejdstilbud til ledige (udvidet ret til arbejdstilbud),5
Lov om teknologiske instituter og konsulentvirksomhed,17
Lov om ændring af lov om kapitaltilførselsafgift.,20
Lov om arbejdsmarkedsuddannelser.,5
Lov om ændring af lov om tilskud til strukturforanstaltninger inden for konsumfiskeindustrien,15
Lov om ændring af lov om påligning af indkomst- og formueskat og afskrivningsloven. (Fristen for indgivelse af selvangivelse og beskatning af dødsboer og arvinger).,12
Lov om ændring af lov om afgift af arv og gave,19
Forslag til lov om ændring i lov om påligningen af indkomst- og formueskat til staten. ( Om skattelempelser til remme af uddannelsen),15
Forslag til lov om en garantiordning for udlån til nyetablerede virksomheder og nye aktiviteter i mindre og mellemstore virksomheder.,15
Forslag til lov om ændring af lov om forbud mod slagtning og aflivning af drægtige produktionsdyr og heste i den sidste tiendedel af drægtighedsperioden. (Ophævelse af krav om særskilt aflivning af fostre i forbindelse med slagtning).,14
forslag til lov om ændring af teaterloven,13
Lov om Københavns fondsbørs,15
Forslag til lov om ændring af lov om afgift på elektricitet,15
"Forslag til lov om ændring af integrationsloven, lov om en aktiv beskæftigelsesindsats og forskellige andre love. (Jobrettet integrationsprogram for nytilkomne flygtninge og familiesammenførte udlændinge m.v.).",19
Finanslov for finansåret 1981,10
Lov om visse hovedlandevejsstrækninger,15
Forslag til lov om radio- og fjernsynsvirksomhed,15
Forslag til lov om optagelse af statslån i udlandet.,19
Forslag til lov om ændring af realkreditloven (store engagementer mv.).,15
"Forslag til lov om ændring af lov om vandsektorens organisering og økonomiske forhold, lov om vandforsyning m.v., lov om betalingsregler for spildevandsforsyningsselskaber m.v. og forskellige andre love. (Opfølgning på politisk forlig om en ny og forbedret regulering af den danske vandsektor).",14
Forslag til lov om ændring af lov om internationalt udviklingssamarbejde og lov om støtte til danske investeringer i Østlandene. (Undtagelse af dokumenter om Investeringsfonden for Udviklingslandes og Investeringsfonden for Østlandenes forretningsvirksomhed fra lov om offentlighed i forvaltningen).,19
Lov om ændring af afskrivningsloven (skibe).,15
Lov om nedlæggelse af statsbanestrækningen fra farum til slangerup.,15
"Forslag til lov om ændring af lov om en garantifond for indskydere og investorer, lov om finansiel virksomhed, lov om værdipapirhandel m.v., lov om finansiel stabilitet og ligningsloven. (Ændring af finansieringsformen for Garantifonden for Indskydere og ",15
Forslag til lov om ændring af skattestyrelsesloven og lov om vurdering af landets faste ejendomme. (Styrkelse af den kommunale ligning m.v.).,14
Lov om ændring af lov om administration af Det europæiske økonomiske Fællesskabs forordninger om markedsordninger for landbrugsvarer m.v.,15
Lov om ændring af lov om særlig indkomstskat m.v.,15
Forslag til lov om ændring af lov om folkebiblioteker mv.,13
Lov om ændring af lov om social bistand (ændring af reglerne om hjælp til hjemmeboende handicappede børn samt ændrede regler om støtte til erhvervelse af motorkøretøjer til personer med invaliditet.,13
"Om ændring af lov om kommunernes styrelse, lov om regioner og om nedlæggelse af amtskommunerne m.v.",10
lov om optagelse af statslån i udlandet,19
Forslag til lov om ændring af lov om andelsboligforeninger og andre boligfællesskaber og lejeloven. (Skærpede krav til stiftelse af andelsboligforeninger m.v.).,14
lov om ændring i lov om sygehusvæsenet mv.,6
"Forslag til lov om ændring af lov om buskørsel, lov om godskørsel og lov om den lokale og regionale kollektive personbefordring uden for hovedstadsområdet. (Liberalisering af fjernbuskørsel og sammenlægning af Persontrafikrådet og Vejtransportrådet).",15
Forslag til lov om afgift af mineralsk fosfor i foderfosfat.,4
Forslag til lov om ændring af lov om pension og hjælp til enker mv. (forhøjelse af grundbeløb),13
forslag til lov om husdyrsygdomme,13
Forslag til lov om ændring af lov om social bistand og lov om dagpenge ved sygdom og fødsel. ( Regler for fleksjob m.v.),13
forslag til lov om ændring af lov om merværdiafgiftsloven (handicapvenlige hyrevognes fritagelse for moms),15
"Forslag til lov om ændring af lov om patienters retsstilling. (Selvbestemmelse over biologisk materiale, der er afgivet i forbindelse med behandling).",13
lov om udskydelse af revisionen af lov om bekæmpelse af kønssygdomme,17
Forslag til lov om ændring af ligningsloven.,10
forslag til lov om ønskenummerplader,15
forslag til lov om ændring af lov om mærkning og skiltning med pris m.v.,15
Forslag til lov om kommuneplanlægning,14
Lov om ændring af lov om landbrugsejendomme.,4
forslag til lov om ændring af lov om saltvandsfiskeri,14
Om ændring af lov om almene boliger m.v. og lov om social service,13
"forslag til lov om inspektioner, erklæringsafgivelse og kontrol i medfør af de forenede nationers konvention om forbud mod kemiske våben",19
"forslag til lov om ændring af lov om realkreditinstitutter, lov om indeksregulerede realkreditlån og lov om realkreditlignende lån og andelsboliglpn m.v. (adgang til at indfri realkredit, pensionskass",15
forslag til lov om ændring af lov om hovedstadsområdets kollektive persontrafik,15
Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Ændrede fordelingsprincipper for områdefornyelse med særligt sigte på mindre byer og landdistrikter m.v.).,14
Forslag til lov om særlig udbytteskat for skatteåret 1956-57 af aktieselskaber mv.,15
Forslag til lov om kombineret ungdomsuddannelse.,6
Lov for Grønland om fritidsvirksomhed,15
Forslag til lov om ændring af lov om hittegodsloven,20
Forslag til lov om ændring af forskellige skattelove (gennemførelse af fusionsdirektiver og moder- /datterselskabsdirektiver).,15
"Forslag til lov om ændring af lov om arbejdsmiljø. (Undtagelse af frivilligt arbejde fra krav om arbejdspladsvurdering og arbejdsmiljøorganisation, forebyggelse af arbejdsrelateret vold, trusler og anden krænkende adfærd uden for arbejdstid, Arbejdstilsynets adgang til at indhente oplysninger fra eksterne registre m.v.).",5
Forslag til lov om teknologisk service,17
"Forslag til lov om ændring af forskellige skattelove (ændret overgangsbestemmelse for, hvornår enlige kvinder kan får forhøjet personfradrag).",20
Om ændring af lov om sundhedsvæsenet i Grønland,13
Lov om margarine mv.,15
Forslag til lov om ændring af påligningen af indkomst og formueskat til staten (lejeværdi af bolig i egen ejendom),14
Lov om ændring af lov om afgift af benzin,15
Forslag til lov om ændring af lov om invalidepension mv.,13
Forslag til lov om skibsmæglere og varemæglere,15
forslag til lov om tilskud til skovbrugets konsulentvirksomhed,17
Lov om ændring i lov om  investeringsfonde,15
Forslag til lov om ændring af myndighedsloven,20
"Om ændring af lov om social pension og andre love (konsekvensændringer sfa. Lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v.)",13
"Forslag til lov om ændring af lov om beskatning af pensionsordninger, lov om realrenteafgift og visse pensionskapitaler mv., og lov om stempelafgift.",13
Forslag til lov om statens regnskabsvæsen mv.,20
Lov om ændring af kildeskatteloven og skattestyrelsesloven (fremrykket årsopgørelse m.),10
Forslag til lov om ændring af lov om offentlige forskningsinstitutioners kommercielle aktiviteter og samarbejde med fonde. (Mulighed for universiteterne for at formidle visse boliger og studielån i forbindelse med internationale uddannelsessamarbejder).,15
Forslag til lov om ændring af lov om leje og lov om leje af almene boliger. (Brug af digitale dokumenter ved krav om skriftlighed i lejelovgivningen).,12
Forslag til lov om etablering af et centralt og landsdækkende register over narkotikamisbrugere,12
forslag til lov om ændring af lov om lønmodtagernes garantifond,13
Forslag til lov om ændring af navneloven. (Adgang til at tage en afdød ægtefælles mellem- og efternavn m.v.).,13
"Lov om Grønland om forsyning, trafik, postbesørgelse mv.",15
Lov om ændring af lov om børnetilskud og andre familieydelser,13
Forslag til lov om ændring af retsplejeloven (ændring af kompetencereglerne for meddelelse af anke- og kæretilladelse).,19
arvelov  for Grønland.,19
Forslag til lov om ophævelse af lov om regulering af kreditformidling,15
forslag til lov om ændring af lov om ivnesteringsfonds (,15
Lov om ændring af styrelsen af kommunernes skolevæsen og af virksomhed efter lov om fritidsundervisning mv. (ændring af ansættelsesproceduren for visse ledende stillinger).,10
Lov om optagelse af statslån i udlandet,19
Lov om ændring af forskellige lovbestemmelser om tilskud til og udligning mellem amtskommuner og kommuner,12
Forslag til lov om ændring af lov om social pension. (Udvidelse af regler om helbredstillæg).,13
Lov om ændring af lov om gældssanering af statsgaranterede studielån.,13
Lov om salg af skind og huder ved offentlig auktion,15
Lov om ændring i lov om indvalide- og folkepension. ( Om folkepension uden indtægtsregulering og om pensionstillæg m.v.),13
Lov om ændring i lov om  påligning af indkomst- og formueskat til staten,15
lov om udlån til yngre landmænd,19
Forslag til lov om en overordenlig skat til staten af faste ejendomme.,14
forslag til lov om ændring af lov om de erhvervsgymnasiale uddannelser til højere handelseksamen og højere teknisk eksamen,15
forslag til lov om nbegrænsning af udledning af svovldioxid og kvælstofoxider fra kraftværker,18
Forslag til lov om ændring af ligningsloven,20
Lov om ændring i toldloven,10
Lov om ændring af lov om oprettelse af et socialforskningsinstitut,13
Forslag til lov om ændring af lov om Institut for Menneskerettigheder – Danmarks Nationale Menneskerettighedsinstitution og lov om Dansk Institut for Internationale Studier. (Udvidelse af Institut for Menneskerettigheders bestyrelse med 1 medlem udpeget a,2
"Forslag til lov om ændring af lov om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige. (Ændring af revisionsbestemmelse).",19
"Forslag til lov om ændring af patentloven, varemærkeloven, lov om brugsmodeller m.v., lov om mønstre og lov om plantenyheder. (Beskyttelse af bioteknologiske opfindelser, undtagelse fra aktindsigt m.m",17
"Forslag til lov om beskæftigelse af ufaglærte arbejdere, der i henhold til overenskomst, aftale eller igennem bindende kutyme er forbeholdt faglærte arbejdere.",15
Forslag til lov om translører og tolke,17
Lov om ændring af lov om anpartsselskaber,15
Forslag til lov om ændring af lov om kompensation til handicappede i erhverv m.v. (Permanentgørelse af forsøgsordninger).,13
Forslag til lov om ændring af lov om registeringsafgift af motorkøretøjer m.v.,15
Lov om omsætningsafgift af forskellige varer.,15
Midlertidig lov for Færøerne om pantsætning af fangst.,17
Lov om ændring i lov om  vurdering af landets faste ejendomme,14
Lov om mønstring af søfarende mv,19
Lov om ændring af færdselsloven for Grønland (Hyre- og buskørsel).,15
Om ændring af lov om en investeringsfond for Færøerne m.v.,15
forslag til lov om ændring af lov om gødning og jordforbedringsmidler m.m. og om ophævelse af lov om kontrol med kemiske undersøgelser af mejeriprodukter og lov om udførelse af jordbundsanalyser,17
"Forslag til lov om ændring af udlændingeloven, lov om midlertidig opholdstilladelse til visse personer fra det tidligere Jugoslavien m.v. og straffeloven. (Skærpelse af strafniveauet for ulovlig beskæ",19
"Forslag til lov om ændring af den sociale styrelseslov og lov om social pension mv. (omlægninger af regler om tilkendelse af førtidspension, refussionssatser og ankestrukturen).",13
forslag til lov om indfødsrets meddelelse,9
Lov om udskrivning af indkomst- og formueskatten til staten for skatteåret 1961-62,15
Lov om registrerede arkitekter,17
Lov om skoleskibsafgift,14
Forslag til lov om ændring af lov om uddannelsen til studentereksamen (stx) (gymnasieloven) og lov om uddannelse til højere handelseksamen (hhx) og højere teknisk eksamen (htx). (Ændring af grundforløbet i de 3-årige uddannelser),16
Forslag til lov om folkepension,13
forslag til lov om ændring af lov om færdselsloven,16
Lov om ændring af lov om Arbejdsgivernes Elevrefusioner (arbejdsgiverfinansieret befordringsgodtgørelse for EFG-elever og lærlinge).,5
Lov om den sociale pensionsfond,13
Forslag til lov om ændring af lov om tobaksafgifter,15
"Forslag til lov om oprettelse af et nationalt center for undervisning i natur, teknik og sundhed.",17
forslag til lov om ændring af lov om hovedstadsområdets kollektive persontrafik,15
forslag til lov om ændring af lov om individuel boligstøtte,14
"Om ændring af lov om jernbane, lov om amtskommunernes overtagelse af de statslige ejerandele i privatbanerne og lov om trafikselskaber (EU's anden jernbanepakke, indberetning af sikkerhedsmæssige uregelmæssigheder, forsikring m.v.)",16
Lov om ændring af lov om invalidepension (kommunens adgang til at rejse sag om tilkendelse af pension),13
Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst mellem regeringen i Kongeriget Danmark og regeringen i Republikken Malta.,19
forslag til lov om ændring af lov om fast forbindelse over øresund,14
forslag til lov om ændringer i lov om værnepligtiges anvendelse til civilt arbejde,2
"Forslag til lov om ændring af lov om miljøvenligt design af energirelaterede produkter, lov om energimærkning af energirelaterede produkter, lov om fremme af energibesparelser i bygninger, lov om fjernkøling og lov om fremme af besparelser i energiforbruget. (Skærpet håndhævelse af dokumentationskrav til ecodesign og energimærkning af energirelaterede produkter, justering af forpligtelsen til at lade udarbejde energimærkning for bygninger med ejerlejligheder, lettelse af vilkårene for godkendelse som bedre bolig-rådgiver og faktureringsoplysninger til fjernkølingskunder m.v.).",7
Forslag til lov om ændring af lov om butikstid m.m.,15
Forslag til lov om kommunal indkomstskat.,15
Lov om ændring i lov om totalisatorspil,17
Lov om ophævelse af lov om garantier for lån til industrivirksomheder,15
Forslag til lov om ændring af lov om arbejdstilbud til ledige.,5
Lov om ændring af lov om tilbagebetaling af fortjeneste ved erhvervsvirksomhed mv i tysk interesse.,18
Lov om ændring i lov om  danmarks erhvervsfond,15
Forslag til lov om ændring af ligningsloven og forskellige andre love. (Initiativer rettet mod sort arbejde m.v.).,12
Forslag til lov om ændring af lov om vederlag og pension m.v. for ministre. (Forlængelse af perioden for midlertidig nedsættelse af grundvederlag til ministre).,19
Forslag til lov om ændring af lov om Arbejdsmarkedets Tillægspension med flere love.,5
lov om danmarks erhvervsfond.,15
Lov om afgift af og tilskud til apoteker for årene 1960 og 1961,20
Forslag til lov om anlæg af Holstebromotorvejen.,15
Forslag til lov om ændring af lov om tipning,10
lov om støtte til omskoling,13
forslag til lov om ændring af lov om leje og om ændring af lov om midlertidig regulering af boligforholdene,14
Forslag til lov om ændring af lov om aktieselskaber. ( arbejdende bestyrelsesformænd),15
Forslag til lov om integration af udlændinge i Danmark (integrationslov).,9
Lov om ændring i lov om brandvæsenet i købstæderne og på landet,17
"Forslag til lov om ændring af lov om udstykning og anden registrering i matriklen, lov om landinspektørvirksomhed og lov om afgift ved udstykning m.m. (Ophævelse af eneretten til matrikulært arbejde m.m. i Københavns og Frederiksberg Kommuner samt registr",20
"forslag til lov om ændring af lov for grønland om arealanvendelse, byudvikling og bebyggelse",14
Forslag til lov om ændring af lov om Arbejdsmarkedets Tillægspension. (Midlertidig suspension af bidraget til Særlig Pensionsopsparing).,5
"Forslag til lov om ændring af lov om elforsyning, lov om naturgasforsyning, lov om varmeforsyning og forskellige andre love samt om ophævelse af lov om udnyttelse af vedvarende energikilder m.v. (Etablering af datahub, finansiering af øgede energibesparel",17
forslag til lov om undersøgelseskommissioner,20
Lov om ændring af lov om omnibus og fragtmandskørsel med motorkøretøjer,15
Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser. (Ændret finansiering af udgifter til arbejdsmarkedsuddannelse til ledige m.m.).,5
Lov om ændring i lov om totalisatorspil,17
Forslag til lov om ændringer af lov om folkeskoler.,6
forslag til lov om ændring af lov om trafikhavne m.v.,15
forslag til lov om ændring af lov om børnetilskud og forskudsvis udbetaling af børnebidrag,13
Forslag til lov om forbedret og ensartet folkepension,13
Om ændring af lov om CO2-kvoter for elproduktion (fastsættelse af CO2-kvote for 2004 og ændret anvendelse af afgiftsprovenu),17
"Forslag til lov om anlæg og drift af tunnelbaner i Københavns, Frederiksberg og Tårnby kommuner",15
Forslag til ændring af lov om afgift af øl.,15
Forslag til lov om ændring af sundhedsloven. (Reel ret til hurtig udredning og udvidet frit sygehusvalg ved 30 dages ventetid på behandling m.v.).,6
lov om udskrivning af indkomst- og formueskatten til staten for skatteåret 1969-1970,15
Forslag til lov om kommunernes overtagelse af de regionale lands- og landsdelsdækkende undervisningstilbud.,14
Lov om forlængelse af overenskomster mv. mellem det offentlige aftalenævn og Radiotelegrafistforening af 1917 (på Grønland),20
